planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,referenced_planet,harmonic_ratio,luminosity
Kepler-48 c,Aschwaden Prediction,14.510925,166.2686406,Kepler-48,13.04,5194,309.47,Kepler-48 c,3 to 2,0.000519996
Kepler-48 b,Aschwaden Prediction,16.12325,178.3673417,Kepler-48,13.04,5194,309.47,Kepler-48 c,5 to 3,0.000519996
Kepler-48 c,Aschwaden Prediction,12.0924375,147.2389964,Kepler-48,13.04,5194,309.47,Kepler-48 c,5 to 4,0.000519996
Kepler-48 b,Aschwaden Prediction,12.8986,153.7123154,Kepler-48,13.04,5194,309.47,Kepler-48 c,4 to 3,0.000519996
Kepler-48 c,Aschwaden Prediction,24.184875,233.7273379,Kepler-48,13.04,5194,309.47,Kepler-48 c,5 to 2,0.000519996
Kepler-48 b,Aschwaden Prediction,29.02185,263.935015,Kepler-48,13.04,5194,309.47,Kepler-48 c,3 to 1,0.000519996
Kepler-48 c,Aschwaden Prediction,85.7922,201.4201139,Kepler-48,13.04,5194,309.47,Kepler-48 d,2 to 1,0.000519996
Kepler-48 b,Aschwaden Prediction,64.34415,166.2686406,Kepler-48,13.04,5194,309.47,Kepler-48 d,3 to 2,0.000519996
Kepler-48 c,Aschwaden Prediction,71.4935,178.3673417,Kepler-48,13.04,5194,309.47,Kepler-48 d,5 to 3,0.000519996
Kepler-48 b,Aschwaden Prediction,53.620125,147.2389964,Kepler-48,13.04,5194,309.47,Kepler-48 d,5 to 4,0.000519996
Kepler-48 c,Aschwaden Prediction,57.1948,153.7123154,Kepler-48,13.04,5194,309.47,Kepler-48 d,4 to 3,0.000519996
Kepler-48 b,Aschwaden Prediction,107.24025,233.7273379,Kepler-48,13.04,5194,309.47,Kepler-48 d,5 to 2,0.000519996
Kepler-48 c,Aschwaden Prediction,128.6883,263.935015,Kepler-48,13.04,5194,309.47,Kepler-48 d,3 to 1,0.000519996
Kepler-48 b,Aschwaden Prediction,1964,201.4201139,Kepler-48,13.04,5194,309.47,Kepler-48 e,2 to 1,0.000519996
Kepler-48 c,Aschwaden Prediction,1473,166.2686406,Kepler-48,13.04,5194,309.47,Kepler-48 e,3 to 2,0.000519996
Kepler-48 b,Aschwaden Prediction,1636.666667,178.3673417,Kepler-48,13.04,5194,309.47,Kepler-48 e,5 to 3,0.000519996
Kepler-48 c,Aschwaden Prediction,1227.5,147.2389964,Kepler-48,13.04,5194,309.47,Kepler-48 e,5 to 4,0.000519996
Kepler-48 b,Aschwaden Prediction,1309.333333,153.7123154,Kepler-48,13.04,5194,309.47,Kepler-48 e,4 to 3,0.000519996
Kepler-48 c,Aschwaden Prediction,2455,233.7273379,Kepler-48,13.04,5194,309.47,Kepler-48 e,5 to 2,0.000519996
Kepler-48 b,Aschwaden Prediction,2946,263.935015,Kepler-48,13.04,5194,309.47,Kepler-48 e,3 to 1,0.000519996
Kepler-487 e,Aschwaden Prediction,4.836780072,0.053495415,Kepler-487,11.2837463,5444,835,Kepler-487 b,2 to 1,0.002621208
Kepler-487 b,Aschwaden Prediction,3.627585054,0.044159492,Kepler-487,11.2837463,5444,835,Kepler-487 b,3 to 2,0.002621208
Kepler-487 c,Aschwaden Prediction,4.03065006,0.047372801,Kepler-487,11.2837463,5444,835,Kepler-487 b,5 to 3,0.002621208
Kepler-487 b,Aschwaden Prediction,3.022987545,0.039105386,Kepler-487,11.2837463,5444,835,Kepler-487 b,5 to 4,0.002621208
Kepler-487 c,Aschwaden Prediction,3.224520048,0.040824643,Kepler-487,11.2837463,5444,835,Kepler-487 b,4 to 3,0.002621208
Kepler-487 b,Aschwaden Prediction,6.04597509,0.062075931,Kepler-487,11.2837463,5444,835,Kepler-487 b,5 to 2,0.002621208
Kepler-487 c,Aschwaden Prediction,7.255170108,0.070098825,Kepler-487,11.2837463,5444,835,Kepler-487 b,3 to 1,0.002621208
Kepler-487 b,Aschwaden Prediction,30.7175368,201.4201139,Kepler-487,11.2837463,5444,835,Kepler-487 c,2 to 1,0.002621208
Kepler-487 c,Aschwaden Prediction,23.0381526,166.2686406,Kepler-487,11.2837463,5444,835,Kepler-487 c,3 to 2,0.002621208
Kepler-487 b,Aschwaden Prediction,25.59794733,178.3673417,Kepler-487,11.2837463,5444,835,Kepler-487 c,5 to 3,0.002621208
Kepler-487 c,Aschwaden Prediction,19.1984605,147.2389964,Kepler-487,11.2837463,5444,835,Kepler-487 c,5 to 4,0.002621208
Kepler-487 b,Aschwaden Prediction,20.47835787,153.7123154,Kepler-487,11.2837463,5444,835,Kepler-487 c,4 to 3,0.002621208
Kepler-487 c,Aschwaden Prediction,38.396921,233.7273379,Kepler-487,11.2837463,5444,835,Kepler-487 c,5 to 2,0.002621208
Kepler-487 b,Aschwaden Prediction,46.0763052,263.935015,Kepler-487,11.2837463,5444,835,Kepler-487 c,3 to 1,0.002621208
Kepler-49 f,Aschwaden Prediction,5.153098,0.049209433,Kepler-49,15.5,4252,314.02,Kepler-49 b,2 to 1,5.40E-05
Kepler-49 b,Aschwaden Prediction,3.8648235,0.040621492,Kepler-49,15.5,4252,314.02,Kepler-49 b,3 to 2,5.40E-05
Kepler-49 c,Aschwaden Prediction,4.294248333,0.043577354,Kepler-49,15.5,4252,314.02,Kepler-49 b,5 to 3,5.40E-05
Kepler-49 b,Aschwaden Prediction,3.22068625,0.035972313,Kepler-49,15.5,4252,314.02,Kepler-49 b,5 to 4,5.40E-05
Kepler-49 c,Aschwaden Prediction,3.435398667,0.037553826,Kepler-49,15.5,4252,314.02,Kepler-49 b,4 to 3,5.40E-05
Kepler-49 b,Aschwaden Prediction,6.4413725,0.057102488,Kepler-49,15.5,4252,314.02,Kepler-49 b,5 to 2,5.40E-05
Kepler-49 c,Aschwaden Prediction,7.729647,0.064482599,Kepler-49,15.5,4252,314.02,Kepler-49 b,3 to 1,5.40E-05
Kepler-49 b,Aschwaden Prediction,14.407589,0.184138522,Kepler-49,15.5,4252,314.02,Kepler-49 c,2 to 1,5.40E-05
Kepler-49 c,Aschwaden Prediction,10.80569175,0.152003001,Kepler-49,15.5,4252,314.02,Kepler-49 c,3 to 2,5.40E-05
Kepler-49 b,Aschwaden Prediction,12.00632417,0.163063649,Kepler-49,15.5,4252,314.02,Kepler-49 c,5 to 3,5.40E-05
Kepler-49 c,Aschwaden Prediction,9.004743125,0.134606076,Kepler-49,15.5,4252,314.02,Kepler-49 c,5 to 4,5.40E-05
Kepler-49 b,Aschwaden Prediction,9.605059333,0.140523993,Kepler-49,15.5,4252,314.02,Kepler-49 c,4 to 3,5.40E-05
Kepler-49 c,Aschwaden Prediction,18.00948625,0.213673827,Kepler-49,15.5,4252,314.02,Kepler-49 c,5 to 2,5.40E-05
Kepler-49 b,Aschwaden Prediction,21.6113835,0.241289723,Kepler-49,15.5,4252,314.02,Kepler-49 c,3 to 1,5.40E-05
Kepler-49 c,Aschwaden Prediction,21.8258686,201.4201139,Kepler-49,15.5,4252,314.02,Kepler-49 d,2 to 1,5.40E-05
Kepler-49 b,Aschwaden Prediction,16.36940145,166.2686406,Kepler-49,15.5,4252,314.02,Kepler-49 d,3 to 2,5.40E-05
Kepler-49 c,Aschwaden Prediction,18.18822383,178.3673417,Kepler-49,15.5,4252,314.02,Kepler-49 d,5 to 3,5.40E-05
Kepler-49 b,Aschwaden Prediction,13.64116788,147.2389964,Kepler-49,15.5,4252,314.02,Kepler-49 d,5 to 4,5.40E-05
Kepler-49 c,Aschwaden Prediction,14.55057907,153.7123154,Kepler-49,15.5,4252,314.02,Kepler-49 d,4 to 3,5.40E-05
Kepler-49 b,Aschwaden Prediction,27.28233575,233.7273379,Kepler-49,15.5,4252,314.02,Kepler-49 d,5 to 2,5.40E-05
Kepler-49 c,Aschwaden Prediction,32.7388029,263.935015,Kepler-49,15.5,4252,314.02,Kepler-49 d,3 to 1,5.40E-05
Kepler-50 d,Aschwaden Prediction,15.62508,0.122229881,Kepler-50,11,6225,251.91,Kepler-50 b,2 to 1,0.003404082
Kepler-50 b,Aschwaden Prediction,11.71881,0.100898544,Kepler-50,11,6225,251.91,Kepler-50 b,3 to 2,0.003404082
Kepler-50 c,Aschwaden Prediction,13.0209,0.108240525,Kepler-50,11,6225,251.91,Kepler-50 b,5 to 3,0.003404082
Kepler-50 b,Aschwaden Prediction,9.765675,0.089350585,Kepler-50,11,6225,251.91,Kepler-50 b,5 to 4,0.003404082
Kepler-50 c,Aschwaden Prediction,10.41672,0.093278857,Kepler-50,11,6225,251.91,Kepler-50 b,4 to 3,0.003404082
Kepler-50 b,Aschwaden Prediction,19.53135,0.141835213,Kepler-50,11,6225,251.91,Kepler-50 b,5 to 2,0.003404082
Kepler-50 c,Aschwaden Prediction,23.43762,0.160166454,Kepler-50,11,6225,251.91,Kepler-50 b,3 to 1,0.003404082
Kepler-51 f,Aschwaden Prediction,90.308,0.399072624,Kepler-51,15,5670,783.831,Kepler-51 b,2 to 1,8.55E-05
Kepler-51 b,Aschwaden Prediction,67.731,0.329427193,Kepler-51,15,5670,783.831,Kepler-51 b,3 to 2,8.55E-05
Kepler-51 c,Aschwaden Prediction,75.25666667,0.353398287,Kepler-51,15,5670,783.831,Kepler-51 b,5 to 3,8.55E-05
Kepler-51 b,Aschwaden Prediction,56.4425,0.291723858,Kepler-51,15,5670,783.831,Kepler-51 b,5 to 4,8.55E-05
Kepler-51 c,Aschwaden Prediction,60.20533333,0.304549411,Kepler-51,15,5670,783.831,Kepler-51 b,4 to 3,8.55E-05
Kepler-51 b,Aschwaden Prediction,112.885,0.463082759,Kepler-51,15,5670,783.831,Kepler-51 b,5 to 2,8.55E-05
Kepler-51 c,Aschwaden Prediction,135.462,0.522933073,Kepler-51,15,5670,783.831,Kepler-51 b,3 to 1,8.55E-05
Kepler-51 b,Aschwaden Prediction,170.624,0.609562004,Kepler-51,15,5670,783.831,Kepler-51 c,2 to 1,8.55E-05
Kepler-51 c,Aschwaden Prediction,127.968,0.503182348,Kepler-51,15,5670,783.831,Kepler-51 c,3 to 2,8.55E-05
Kepler-51 b,Aschwaden Prediction,142.1866667,0.539796906,Kepler-51,15,5670,783.831,Kepler-51 c,5 to 3,8.55E-05
Kepler-51 c,Aschwaden Prediction,106.64,0.445592528,Kepler-51,15,5670,783.831,Kepler-51 c,5 to 4,8.55E-05
Kepler-51 b,Aschwaden Prediction,113.7493333,0.465182872,Kepler-51,15,5670,783.831,Kepler-51 c,4 to 3,8.55E-05
Kepler-51 c,Aschwaden Prediction,213.28,0.707334048,Kepler-51,15,5670,783.831,Kepler-51 c,5 to 2,8.55E-05
Kepler-51 b,Aschwaden Prediction,255.936,0.798752188,Kepler-51,15,5670,783.831,Kepler-51 c,3 to 1,8.55E-05
Kepler-51 c,Aschwaden Prediction,260.388,0.807987135,Kepler-51,15,5670,783.831,Kepler-51 d,2 to 1,8.55E-05
Kepler-51 b,Aschwaden Prediction,195.291,0.666978685,Kepler-51,15,5670,783.831,Kepler-51 d,3 to 2,8.55E-05
Kepler-51 c,Aschwaden Prediction,216.99,0.715512044,Kepler-51,15,5670,783.831,Kepler-51 d,5 to 3,8.55E-05
Kepler-51 b,Aschwaden Prediction,162.7425,0.590642179,Kepler-51,15,5670,783.831,Kepler-51 d,5 to 4,8.55E-05
Kepler-51 c,Aschwaden Prediction,173.592,0.616609588,Kepler-51,15,5670,783.831,Kepler-51 d,4 to 3,8.55E-05
Kepler-51 b,Aschwaden Prediction,325.485,0.937586016,Kepler-51,15,5670,783.831,Kepler-51 d,5 to 2,8.55E-05
Kepler-51 c,Aschwaden Prediction,390.582,1.058762666,Kepler-51,15,5670,783.831,Kepler-51 d,3 to 1,8.55E-05
Kepler-52 e,Aschwaden Prediction,15.754713,0.288906991,Kepler-52,15.5,4263,324.54,Kepler-52 b,2 to 1,5.40E-05
Kepler-52 b,Aschwaden Prediction,11.81603475,0.238487467,Kepler-52,15.5,4263,324.54,Kepler-52 b,3 to 2,5.40E-05
Kepler-52 c,Aschwaden Prediction,13.1289275,0.255841242,Kepler-52,15.5,4263,324.54,Kepler-52 b,5 to 3,5.40E-05
Kepler-52 b,Aschwaden Prediction,9.846695625,0.211192292,Kepler-52,15.5,4263,324.54,Kepler-52 b,5 to 4,5.40E-05
Kepler-52 c,Aschwaden Prediction,10.503142,0.220477299,Kepler-52,15.5,4263,324.54,Kepler-52 b,4 to 3,5.40E-05
Kepler-52 b,Aschwaden Prediction,19.69339125,0.335246866,Kepler-52,15.5,4263,324.54,Kepler-52 b,5 to 2,5.40E-05
Kepler-52 c,Aschwaden Prediction,23.6320695,0.378575256,Kepler-52,15.5,4263,324.54,Kepler-52 b,3 to 1,5.40E-05
Kepler-52 b,Aschwaden Prediction,32.7700042,201.4201139,Kepler-52,15.5,4263,324.54,Kepler-52 c,2 to 1,5.40E-05
Kepler-52 c,Aschwaden Prediction,24.57750315,166.2686406,Kepler-52,15.5,4263,324.54,Kepler-52 c,3 to 2,5.40E-05
Kepler-52 b,Aschwaden Prediction,27.30833683,178.3673417,Kepler-52,15.5,4263,324.54,Kepler-52 c,5 to 3,5.40E-05
Kepler-52 c,Aschwaden Prediction,20.48125263,147.2389964,Kepler-52,15.5,4263,324.54,Kepler-52 c,5 to 4,5.40E-05
Kepler-52 b,Aschwaden Prediction,21.84666947,153.7123154,Kepler-52,15.5,4263,324.54,Kepler-52 c,4 to 3,5.40E-05
Kepler-52 c,Aschwaden Prediction,40.96250525,233.7273379,Kepler-52,15.5,4263,324.54,Kepler-52 c,5 to 2,5.40E-05
Kepler-52 b,Aschwaden Prediction,49.1550063,263.935015,Kepler-52,15.5,4263,324.54,Kepler-52 c,3 to 1,5.40E-05
Kepler-520 A d,Aschwaden Prediction,10.42208522,201.4201139,Kepler-520 A,11.2837463,6028,623.901,Kepler-520 Ab,2 to 1,0.002621208
Kepler-520 A b,Aschwaden Prediction,7.816563915,166.2686406,Kepler-520 A,11.2837463,6028,623.901,Kepler-520 Ab,3 to 2,0.002621208
Kepler-520 A c,Aschwaden Prediction,8.685071017,178.3673417,Kepler-520 A,11.2837463,6028,623.901,Kepler-520 Ab,5 to 3,0.002621208
Kepler-520 A b,Aschwaden Prediction,6.513803263,147.2389964,Kepler-520 A,11.2837463,6028,623.901,Kepler-520 Ab,5 to 4,0.002621208
Kepler-520 A c,Aschwaden Prediction,6.948056813,153.7123154,Kepler-520 A,11.2837463,6028,623.901,Kepler-520 Ab,4 to 3,0.002621208
Kepler-520 A b,Aschwaden Prediction,13.02760653,233.7273379,Kepler-520 A,11.2837463,6028,623.901,Kepler-520 Ab,5 to 2,0.002621208
Kepler-520 A c,Aschwaden Prediction,15.63312783,263.935015,Kepler-520 A,11.2837463,6028,623.901,Kepler-520 Ab,3 to 1,0.002621208
Kepler-524 d,Aschwaden Prediction,3.77795812,201.4201139,Kepler-524,11.2837463,6014,730,Kepler-524 b,2 to 1,0.002621208
Kepler-524 b,Aschwaden Prediction,2.83346859,166.2686406,Kepler-524,11.2837463,6014,730,Kepler-524 b,3 to 2,0.002621208
Kepler-524 c,Aschwaden Prediction,3.148298433,178.3673417,Kepler-524,11.2837463,6014,730,Kepler-524 b,5 to 3,0.002621208
Kepler-524 b,Aschwaden Prediction,2.361223825,147.2389964,Kepler-524,11.2837463,6014,730,Kepler-524 b,5 to 4,0.002621208
Kepler-524 c,Aschwaden Prediction,2.518638747,153.7123154,Kepler-524,11.2837463,6014,730,Kepler-524 b,4 to 3,0.002621208
Kepler-524 b,Aschwaden Prediction,4.72244765,233.7273379,Kepler-524,11.2837463,6014,730,Kepler-524 b,5 to 2,0.002621208
Kepler-524 c,Aschwaden Prediction,5.66693718,263.935015,Kepler-524,11.2837463,6014,730,Kepler-524 b,3 to 1,0.002621208
Kepler-529 e,Aschwaden Prediction,3.96071532,0.338751384,Kepler-529,11.2837463,6087,787,Kepler-529 b,2 to 1,0.002621208
Kepler-529 b,Aschwaden Prediction,2.97053649,0.279633107,Kepler-529,11.2837463,6087,787,Kepler-529 b,3 to 2,0.002621208
Kepler-529 c,Aschwaden Prediction,3.3005961,0.299980885,Kepler-529,11.2837463,6087,787,Kepler-529 b,5 to 3,0.002621208
Kepler-529 b,Aschwaden Prediction,2.475447075,0.247628764,Kepler-529,11.2837463,6087,787,Kepler-529 b,5 to 4,0.002621208
Kepler-529 c,Aschwaden Prediction,2.64047688,0.25851569,Kepler-529,11.2837463,6087,787,Kepler-529 b,4 to 3,0.002621208
Kepler-529 b,Aschwaden Prediction,4.95089415,0.393086161,Kepler-529,11.2837463,6087,787,Kepler-529 b,5 to 2,0.002621208
Kepler-529 c,Aschwaden Prediction,5.94107298,0.443889888,Kepler-529,11.2837463,6087,787,Kepler-529 b,3 to 1,0.002621208
Kepler-529 b,Aschwaden Prediction,25.6690044,201.4201139,Kepler-529,11.2837463,6087,787,Kepler-529 c,2 to 1,0.002621208
Kepler-529 c,Aschwaden Prediction,19.2517533,166.2686406,Kepler-529,11.2837463,6087,787,Kepler-529 c,3 to 2,0.002621208
Kepler-529 b,Aschwaden Prediction,21.390837,178.3673417,Kepler-529,11.2837463,6087,787,Kepler-529 c,5 to 3,0.002621208
Kepler-529 c,Aschwaden Prediction,16.04312775,147.2389964,Kepler-529,11.2837463,6087,787,Kepler-529 c,5 to 4,0.002621208
Kepler-529 b,Aschwaden Prediction,17.1126696,153.7123154,Kepler-529,11.2837463,6087,787,Kepler-529 c,4 to 3,0.002621208
Kepler-529 c,Aschwaden Prediction,32.0862555,233.7273379,Kepler-529,11.2837463,6087,787,Kepler-529 c,5 to 2,0.002621208
Kepler-529 b,Aschwaden Prediction,38.5035066,263.935015,Kepler-529,11.2837463,6087,787,Kepler-529 c,3 to 1,0.002621208
Kepler-53 e,Aschwaden Prediction,19.503924,0.144453496,Kepler-53,16,5858,1420.1,Kepler-53 b,2 to 1,3.40E-05
Kepler-53 b,Aschwaden Prediction,14.627943,0.119243733,Kepler-53,16,5858,1420.1,Kepler-53 b,3 to 2,3.40E-05
Kepler-53 c,Aschwaden Prediction,16.25327,0.127920621,Kepler-53,16,5858,1420.1,Kepler-53 b,5 to 3,3.40E-05
Kepler-53 b,Aschwaden Prediction,12.1899525,0.105596146,Kepler-53,16,5858,1420.1,Kepler-53 b,5 to 4,3.40E-05
Kepler-53 c,Aschwaden Prediction,13.002616,0.110238649,Kepler-53,16,5858,1420.1,Kepler-53 b,4 to 3,3.40E-05
Kepler-53 b,Aschwaden Prediction,24.379905,0.167623433,Kepler-53,16,5858,1420.1,Kepler-53 b,5 to 2,3.40E-05
Kepler-53 c,Aschwaden Prediction,29.255886,0.189287628,Kepler-53,16,5858,1420.1,Kepler-53 b,3 to 1,3.40E-05
Kepler-53 b,Aschwaden Prediction,37.297905,201.4201139,Kepler-53,16,5858,1420.1,Kepler-53 c,2 to 1,3.40E-05
Kepler-53 c,Aschwaden Prediction,27.97342875,166.2686406,Kepler-53,16,5858,1420.1,Kepler-53 c,3 to 2,3.40E-05
Kepler-53 b,Aschwaden Prediction,31.0815875,178.3673417,Kepler-53,16,5858,1420.1,Kepler-53 c,5 to 3,3.40E-05
Kepler-53 c,Aschwaden Prediction,23.31119063,147.2389964,Kepler-53,16,5858,1420.1,Kepler-53 c,5 to 4,3.40E-05
Kepler-53 b,Aschwaden Prediction,24.86527,153.7123154,Kepler-53,16,5858,1420.1,Kepler-53 c,4 to 3,3.40E-05
Kepler-53 c,Aschwaden Prediction,46.62238125,233.7273379,Kepler-53,16,5858,1420.1,Kepler-53 c,5 to 2,3.40E-05
Kepler-53 b,Aschwaden Prediction,55.9468575,263.935015,Kepler-53,16,5858,1420.1,Kepler-53 c,3 to 1,3.40E-05
Kepler-538 A d,Aschwaden Prediction,163.47556,0.714330473,Kepler-538 A,11.34,5534,155.956,Kepler-538 Ab,2 to 1,0.002488857
Kepler-538 A b,Aschwaden Prediction,122.60667,0.589666814,Kepler-538 A,11.34,5534,155.956,Kepler-538 Ab,3 to 2,0.002488857
Kepler-538 A c,Aschwaden Prediction,136.2296333,0.632574499,Kepler-538 A,11.34,5534,155.956,Kepler-538 Ab,5 to 3,0.002488857
Kepler-538 A b,Aschwaden Prediction,102.172225,0.522178744,Kepler-538 A,11.34,5534,155.956,Kepler-538 Ab,5 to 4,0.002488857
Kepler-538 A c,Aschwaden Prediction,108.9837067,0.545136178,Kepler-538 A,11.34,5534,155.956,Kepler-538 Ab,4 to 3,0.002488857
Kepler-538 A b,Aschwaden Prediction,204.34445,0.828907087,Kepler-538 A,11.34,5534,155.956,Kepler-538 Ab,5 to 2,0.002488857
Kepler-538 A c,Aschwaden Prediction,245.21334,0.93603772,Kepler-538 A,11.34,5534,155.956,Kepler-538 Ab,3 to 1,0.002488857
Kepler-54 e,Aschwaden Prediction,16.0218868,0.200012533,Kepler-54,16.3,4252,273.8,Kepler-54 b,2 to 1,2.58E-05
Kepler-54 b,Aschwaden Prediction,12.0164151,0.165106708,Kepler-54,16.3,4252,273.8,Kepler-54 b,3 to 2,2.58E-05
Kepler-54 c,Aschwaden Prediction,13.35157233,0.17712086,Kepler-54,16.3,4252,273.8,Kepler-54 b,5 to 3,2.58E-05
Kepler-54 b,Aschwaden Prediction,10.01367925,0.146210048,Kepler-54,16.3,4252,273.8,Kepler-54 b,5 to 4,2.58E-05
Kepler-54 c,Aschwaden Prediction,10.68125787,0.15263813,Kepler-54,16.3,4252,273.8,Kepler-54 b,4 to 3,2.58E-05
Kepler-54 b,Aschwaden Prediction,20.0273585,0.232093984,Kepler-54,16.3,4252,273.8,Kepler-54 b,5 to 2,2.58E-05
Kepler-54 c,Aschwaden Prediction,24.0328302,0.262090562,Kepler-54,16.3,4252,273.8,Kepler-54 b,3 to 1,2.58E-05
Kepler-54 b,Aschwaden Prediction,24.1434498,201.4201139,Kepler-54,16.3,4252,273.8,Kepler-54 c,2 to 1,2.58E-05
Kepler-54 c,Aschwaden Prediction,18.10758735,166.2686406,Kepler-54,16.3,4252,273.8,Kepler-54 c,3 to 2,2.58E-05
Kepler-54 b,Aschwaden Prediction,20.1195415,178.3673417,Kepler-54,16.3,4252,273.8,Kepler-54 c,5 to 3,2.58E-05
Kepler-54 c,Aschwaden Prediction,15.08965613,147.2389964,Kepler-54,16.3,4252,273.8,Kepler-54 c,5 to 4,2.58E-05
Kepler-54 b,Aschwaden Prediction,16.0956332,153.7123154,Kepler-54,16.3,4252,273.8,Kepler-54 c,4 to 3,2.58E-05
Kepler-54 c,Aschwaden Prediction,30.17931225,233.7273379,Kepler-54,16.3,4252,273.8,Kepler-54 c,5 to 2,2.58E-05
Kepler-54 b,Aschwaden Prediction,36.2151747,263.935015,Kepler-54,16.3,4252,273.8,Kepler-54 c,3 to 1,2.58E-05
Kepler-549 B e,Aschwaden Prediction,49.229599,0.250015666,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bb,2 to 1,0.000102802
Kepler-549 B b,Aschwaden Prediction,36.92219925,0.206383385,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bb,3 to 2,0.000102802
Kepler-549 B c,Aschwaden Prediction,41.02466583,0.221401075,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bb,5 to 3,0.000102802
Kepler-549 B b,Aschwaden Prediction,30.76849938,0.18276256,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bb,5 to 4,0.000102802
Kepler-549 B c,Aschwaden Prediction,32.81973267,0.190797662,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bb,4 to 3,0.000102802
Kepler-549 B b,Aschwaden Prediction,61.53699875,0.290117481,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bb,5 to 2,0.000102802
Kepler-549 B c,Aschwaden Prediction,73.8443985,0.327613202,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bb,3 to 1,0.000102802
Kepler-549 B b,Aschwaden Prediction,85.899044,0.36240366,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bc,2 to 1,0.000102802
Kepler-549 B c,Aschwaden Prediction,64.424283,0.29915763,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bc,3 to 2,0.000102802
Kepler-549 B b,Aschwaden Prediction,71.58253667,0.320926129,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bc,5 to 3,0.000102802
Kepler-549 B c,Aschwaden Prediction,53.6869025,0.264918683,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bc,5 to 4,0.000102802
Kepler-549 B b,Aschwaden Prediction,57.26602933,0.276565754,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bc,4 to 3,0.000102802
Kepler-549 B c,Aschwaden Prediction,107.373805,0.420532196,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bc,5 to 2,0.000102802
Kepler-549 B b,Aschwaden Prediction,128.848566,0.474883137,Kepler-549 B,14.8,5259,635.145,Kepler-549 Bc,3 to 1,0.000102802
Kepler-55 A g,Aschwaden Prediction,4.422233978,0.046669591,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ab,2 to 1,2.58E-05
Kepler-55 A b,Aschwaden Prediction,3.316675484,0.038524898,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ab,3 to 2,2.58E-05
Kepler-55 A c,Aschwaden Prediction,3.685194982,0.041328201,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ab,5 to 3,2.58E-05
Kepler-55 A b,Aschwaden Prediction,2.763896236,0.034115678,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ab,5 to 4,2.58E-05
Kepler-55 A c,Aschwaden Prediction,2.948155985,0.035615564,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ab,4 to 3,2.58E-05
Kepler-55 A b,Aschwaden Prediction,5.527792473,0.054155263,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ab,5 to 2,2.58E-05
Kepler-55 A c,Aschwaden Prediction,6.633350967,0.061154464,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ab,3 to 1,2.58E-05
Kepler-55 A b,Aschwaden Prediction,9.234981124,0.07619525,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ac,2 to 1,2.58E-05
Kepler-55 A c,Aschwaden Prediction,6.926235843,0.062897793,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ac,3 to 2,2.58E-05
Kepler-55 A b,Aschwaden Prediction,7.695817603,0.067474613,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ac,5 to 3,2.58E-05
Kepler-55 A c,Aschwaden Prediction,5.771863203,0.055699066,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ac,5 to 4,2.58E-05
Kepler-55 A b,Aschwaden Prediction,6.156654083,0.058147859,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ac,4 to 3,2.58E-05
Kepler-55 A c,Aschwaden Prediction,11.54372641,0.088416756,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ac,5 to 2,2.58E-05
Kepler-55 A b,Aschwaden Prediction,13.85247169,0.099844024,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ac,3 to 1,2.58E-05
Kepler-55 A c,Aschwaden Prediction,20.3969851,0.129214446,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ad,2 to 1,2.58E-05
Kepler-55 A b,Aschwaden Prediction,15.29773883,0.106664175,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ad,3 to 2,2.58E-05
Kepler-55 A c,Aschwaden Prediction,16.99748758,0.114425698,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ad,5 to 3,2.58E-05
Kepler-55 A b,Aschwaden Prediction,12.74811569,0.094456333,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ad,5 to 4,2.58E-05
Kepler-55 A c,Aschwaden Prediction,13.59799007,0.098609078,Kepler-55 A,16.3,4398,578.796,Kepler-55 Ad,4 to 3,2.58E-05
