planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity,referenced_planet,harmonic_ratio,habitable_zone_status,HZ_distance_recent_venus,HZ_distance_runaway_greenhouse,HZ_distance_maximum_greenhouse,HZ_distance_early_mars,predicted_habitable_zone_status_Random Forest,predicted_habitable_zone_status_Decision Tree,predicted_habitable_zone_status_K-Neighbors,predicted_habitable_zone_status_SVM,HZ_distance_HZ_distance_recent_venus_Random Forest_prediction,HZ_distance_HZ_distance_recent_venus_Decision Tree_prediction,HZ_distance_HZ_distance_recent_venus_K-Neighbors_prediction,HZ_distance_HZ_distance_recent_venus_SVM_prediction,HZ_distance_HZ_distance_recent_venus_Linear Regression_prediction,HZ_distance_HZ_distance_recent_venus_Polynomial Regression_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Random Forest_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Decision Tree_prediction,HZ_distance_HZ_distance_runaway_greenhouse_K-Neighbors_prediction,HZ_distance_HZ_distance_runaway_greenhouse_SVM_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Linear Regression_prediction,HZ_distance_HZ_distance_runaway_greenhouse_Polynomial Regression_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Random Forest_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Decision Tree_prediction,HZ_distance_HZ_distance_maximum_greenhouse_K-Neighbors_prediction,HZ_distance_HZ_distance_maximum_greenhouse_SVM_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Linear Regression_prediction,HZ_distance_HZ_distance_maximum_greenhouse_Polynomial Regression_prediction,HZ_distance_HZ_distance_early_mars_Random Forest_prediction,HZ_distance_HZ_distance_early_mars_Decision Tree_prediction,HZ_distance_HZ_distance_early_mars_K-Neighbors_prediction,HZ_distance_HZ_distance_early_mars_SVM_prediction,HZ_distance_HZ_distance_early_mars_Linear Regression_prediction,HZ_distance_HZ_distance_early_mars_Polynomial Regression_prediction
Exocomet KIC 3542116 4,Candidate,3286.203561,0.6,KIC 3542116,9.885491525,6925.0,227.7,4.926397499,,,Conservative HZ,4.466933077194704,3.53547591947917,2.045161232590439,1.9390282759339077,Conservative HZ,Conservative HZ,Not in HZ,Not in HZ,4.274326299543116,4.301007640418529,3.659793378060747,4.090784240239214,3.9425353365864466,4.378397028383569,3.387479506196637,3.3691624188528047,2.8968157568856965,3.2046062761420337,3.121478789778098,3.4657011371747934,1.945607109911682,1.954830972553707,1.6705161759325016,1.8271769681346095,1.7688135438405843,2.037412571037487,1.8470086140549018,1.8392022614430896,1.5838205113526551,1.7257034222426708,1.6769943903033226,1.9316093936535665
Exocomet KIC 3542116 5,Candidate,3286.203561,0.6,KIC 3542116,9.885491525,6925.0,227.7,4.926397499,,,Conservative HZ,4.466933077194704,3.53547591947917,2.045161232590439,1.9390282759339077,Conservative HZ,Conservative HZ,Not in HZ,Not in HZ,4.274326299543116,4.301007640418529,3.659793378060747,4.090784240239214,3.9425353365864466,4.378397028383569,3.387479506196637,3.3691624188528047,2.8968157568856965,3.2046062761420337,3.121478789778098,3.4657011371747934,1.945607109911682,1.954830972553707,1.6705161759325016,1.8271769681346095,1.7688135438405843,2.037412571037487,1.8470086140549018,1.8392022614430896,1.5838205113526551,1.7257034222426708,1.6769943903033226,1.9316093936535665
Exocomet KIC 3542116 6,Candidate,3286.203561,5.5,KIC 3542116,9.885491525,6925.0,227.7,4.926397499,,,Not in HZ,4.466933077194704,3.53547591947917,2.045161232590439,1.9390282759339077,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.274326299543116,4.301007640418529,3.659793378060747,4.090962337587122,3.94241022945992,4.378811661160252,3.387479506196637,3.3691624188528047,2.8968157568856965,3.204783291655965,3.1213799389443015,3.466028793272878,1.945607109911682,1.954830972553707,1.6705161759325016,1.8272760632986988,1.7687263798130055,2.037669078200264,1.8470086140549018,1.8392022614430896,1.5838205113526551,1.7257961501794008,1.676911784780739,1.9318525269747742
Exocomet KIC 3542116 7,Candidate,3286.203561,5.5,KIC 3542116,9.885491525,6925.0,227.7,4.926397499,,,Not in HZ,4.466933077194704,3.53547591947917,2.045161232590439,1.9390282759339077,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.274326299543116,4.301007640418529,3.659793378060747,4.090962337587122,3.94241022945992,4.378811661160252,3.387479506196637,3.3691624188528047,2.8968157568856965,3.204783291655965,3.1213799389443015,3.466028793272878,1.945607109911682,1.954830972553707,1.6705161759325016,1.8272760632986988,1.7687263798130055,2.037669078200264,1.8470086140549018,1.8392022614430896,1.5838205113526551,1.7257961501794008,1.676911784780739,1.9318525269747742
Exocomet KIC 3542116 8,Candidate,3286.203561,0.6,KIC 3542116,9.885491525,6925.0,227.7,4.926397499,,,Conservative HZ,4.466933077194704,3.53547591947917,2.045161232590439,1.9390282759339077,Conservative HZ,Conservative HZ,Not in HZ,Not in HZ,4.274326299543116,4.301007640418529,3.659793378060747,4.090784240239214,3.9425353365864466,4.378397028383569,3.387479506196637,3.3691624188528047,2.8968157568856965,3.2046062761420337,3.121478789778098,3.4657011371747934,1.945607109911682,1.954830972553707,1.6705161759325016,1.8271769681346095,1.7688135438405843,2.037412571037487,1.8470086140549018,1.8392022614430896,1.5838205113526551,1.7257034222426708,1.6769943903033226,1.9316093936535665
Exomoon HIP 41378 f-i,Candidate,3286.203561,16.13423714,HIP 41378,8.9,6199.0,116.0,3.168954316,,,Not in HZ,4.06742470864446,3.219896689451036,1.8436147105623508,1.7479183389644255,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.067424708644466,4.067424708644463,3.477369094495041,4.038461381829347,3.8141812336211247,4.0638499608689935,3.219896689451042,3.2198966894510344,2.7529489102759004,3.172380044932803,3.019944752410842,3.217144860144775,1.8436147105623493,1.8436147105623508,1.5699191999081095,1.7817716518187248,1.7039934836639496,1.854341036685443,1.7479183389644288,1.747918338964425,1.4884274021637363,1.6844301090630678,1.615542905289148,1.7580662703519594
GG Tau Ac,Candidate,3286.203561,290.0,GG Tau A,13.4,4060.0,150.0,0.083981286,,,Not in HZ,4.504498693929228,3.567937308458961,1.8888455977991212,1.7908707321859794,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.506722831158899,4.490419914751148,3.8787633519275255,3.861442484976253,4.771537258650543,4.635611870787058,3.570247631156871,3.5569625422933973,3.0722889628001466,3.0610532405810296,3.77870785201815,3.671489667274157,1.9051168012341881,1.9077074747369662,1.6203666188398316,1.6329929917771455,2.0608609125317447,1.9623528394796828,1.8076639670277423,1.8087523128508212,1.5363298254778368,1.5486440459586217,1.9539347099036977,1.8605646615993687
GG Tau Ad,Candidate,3286.203561,450.0,GG Tau A,13.4,4060.0,150.0,0.083981286,,,Not in HZ,4.504498693929228,3.567937308458961,1.8888455977991212,1.7908707321859794,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.506722831158899,4.490419914751148,3.8787633519275255,3.867297501133717,4.767452127988459,4.639434802008304,3.570247631156871,3.5569625422933973,3.0722889628001466,3.0668788483625624,3.7754800696901074,3.6745090131221083,1.9051168012341881,1.9077074747369662,1.6203666188398316,1.6362349827043872,2.0580147402026325,1.9646229367261552,1.8076639670277423,1.8087523128508212,1.5363298254778368,1.5516769953995344,1.951237386717294,1.8627162766913714
GG Tau Ae,Candidate,3286.203561,600.0,GG Tau A,13.4,4060.0,150.0,0.083981286,,,Not in HZ,4.504498693929228,3.567937308458961,1.8888455977991212,1.7908707321859794,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.506722831158899,4.490419914751148,4.2404226234303986,3.8727892485905846,4.763622317992756,4.643110691617747,3.570247631156871,3.5569625422933973,3.3588910775708833,3.072345231188808,3.772454023757567,3.6774123866571102,1.9051168012341881,1.9077074747369662,1.7483940984397441,1.6392712752392646,2.055346453644089,1.9668165537563218,1.8076639670277423,1.8087523128508212,1.6577423169888,1.5545171650999585,1.948708646230041,1.8647953922883178
GJ 620 b,Candidate,7.652,0.063,GJ 620,10.0,5688.237937,16.54,0.023392197,,,Not in HZ,4.179261874082144,3.308952426278928,1.8717746028415176,1.774612613526426,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.180136847454603,4.190235097181632,3.965182902024518,4.3238447818144135,4.050010890845936,4.183815301049065,3.310977628181759,3.317595080397523,3.139455815868452,3.416694206600326,3.2068453736175266,3.3125516629808205,1.867763334371498,1.86023460480076,1.7758158164786142,1.908828581807875,1.7929269255066165,1.8727629488830955,1.7682282858450062,1.7623086957563192,1.6836349607940928,1.8083023659124478,1.6998710717325711,1.7755511023676975
GJ 620 c,Candidate,27.219,0.148,GJ 620,10.0,5688.237937,16.54,0.023392197,,,Not in HZ,4.179261874082144,3.308952426278928,1.8717746028415176,1.774612613526426,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.1766498850244735,4.190235097181632,4.165049047848676,4.32180158746017,4.050004613780278,4.1838553535438585,3.3073033348619676,3.317595080397523,3.2976979572437557,3.4149893628331425,3.206840416623912,3.3125833668737323,1.86715911841938,1.86023460480076,1.8654771093240599,1.9077895030767698,1.7929225689006443,1.872791047718115,1.7682214809578445,1.7623086957563192,1.7686420150408793,1.8073010226197588,1.6998669425874542,1.7755777269166066
GJ 667 Cd,Candidate,91.61,0.276,GJ 667 C,10.22,3600.0,6.84,0.003266722,,,Conservative HZ,3.900685954916018,3.089861319020929,1.5985637033332316,1.5156868101477978,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,3.9006859549160153,3.900685954916019,3.9006859549160184,4.11226045147965,4.235630633651177,3.8679004476063046,3.0898613190209345,3.089861319020929,3.089861319020929,3.275364850879179,3.354273967808875,3.064045298151485,1.5985637033332318,1.5985637033332318,1.5985637033332316,1.7416879523463522,1.835151975740931,1.5953428838871129,1.515686810147798,1.515686810147798,1.5156868101477978,1.6553054029723389,1.7399298367984364,1.512607828494918
GJ 667 Ch,Candidate,16.946,0.0893,GJ 667 C,10.22,3600.0,6.84,0.003266722,,,Not in HZ,3.900685954916018,3.089861319020929,1.5985637033332316,1.5156868101477978,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.9006859549160153,3.900685954916018,4.105955846489035,4.1198385917590254,4.2356510714187365,3.8682252548168883,3.0898613190209345,3.089861319020929,3.252462994262815,3.2817049105595983,3.35429010598484,3.064302094455897,1.5985637033332318,1.5985637033332318,1.6825394721278701,1.7455359650615523,1.835166151239981,1.59555236978257,1.515686810147798,1.515686810147798,1.5953090758258128,1.6590215584160737,1.7399432724007906,1.5128063681849429
GJ 739 b,Candidate,45.323,0.21,GJ 739,11.0,5688.237937,14.15,0.006815738,,,Not in HZ,4.383246832357522,3.470458582855431,1.963133765240355,1.8612294111408727,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.384833020880356,4.42614417383065,4.381982990667043,4.319926910056575,4.231156615253832,4.3743976302939656,3.4711058167264666,3.5043275811507617,3.4694703732899006,3.4134276608270113,3.3503352200336667,3.463478911403614,1.9697714119702088,1.9807790510707575,1.9619383390302592,1.906843180185065,1.8674516584855367,1.9557135232955631,1.866348095547324,1.87795869261282,1.8600960808748859,1.8063894301278656,1.7705321881992762,1.8541966927740714
GJ 739 c,Candidate,266.489,0.687,GJ 739,11.0,5688.237937,14.15,0.006815738,,,Conservative HZ,4.383246832357522,3.470458582855431,1.963133765240355,1.8612294111408727,Conservative HZ,Conservative HZ,Conservative HZ,Not in HZ,4.384833020880356,4.42614417383065,4.453096158836948,4.296898286893685,4.23109801680382,4.375041169156923,3.4711058167264666,3.5043275811507617,3.5257700281816313,3.3942212986146556,3.350288950200869,3.463988183186479,1.9697714119702088,1.9807790510707575,1.99401595165482,1.8951572771568197,1.8674110210523982,1.9561566443498486,1.866348095547324,1.87795869261282,1.8905085644682131,1.7951303988503025,1.7704936717169621,1.8546165829097765
GJ 739 d,Candidate,138.73,16.13423714,GJ 739,11.0,5688.237937,14.15,0.006815738,,,Not in HZ,4.383246832357522,3.470458582855431,1.963133765240355,1.8612294111408727,Not in HZ,Not in HZ,Conservative HZ,Not in HZ,4.384833020880356,4.42614417383065,4.4452006952594,4.310758116041171,4.230730431745393,4.373814718597114,3.4711058167264666,3.5043275811507617,3.5195022244085763,3.405870170685606,3.349998492757835,3.463018291403329,1.9697714119702088,1.9807790510707575,1.9913104071511136,1.9022131776424243,1.8671548098074857,1.9553575704106132,1.866348095547324,1.87795869261282,1.8879434129699575,1.8019192849741028,1.7702508622971305,1.8538592938314404
GM Aur b,Candidate,3286.203561,2.5,GM Aur,12.24,4287.0,155.0,0.261013756,,,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,3.7894087842119974,3.8728815510027603,4.552897393713197,4.429989606003256,3.4237675594525148,3.424521240715351,3.0012169403534363,3.065143979948107,3.6054604663445824,3.5085286083755216,1.8246687027455457,1.822361852647425,1.627065236385906,1.6448587001644632,1.9767145319262398,1.888505720449455,1.7306327689964538,1.7338942205732588,1.5426378989964724,1.5593947355929418,1.8741459625199404,1.790535450743855
GM Aur c,Candidate,3286.203561,18.0,GM Aur,12.24,4287.0,155.0,0.261013756,,,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.317280277100122,4.292059428214062,3.7894087842119974,3.873447900191898,4.552501646680307,4.430365653652263,3.4276780063910217,3.424521240715351,3.0012169403534363,3.065706949077195,3.6051477749315533,3.508825720689244,1.8260139067292755,1.8287675859032768,1.627065236385906,1.6451734130315587,1.976438808981857,1.8887377682202526,1.73051056098679,1.7338942205732588,1.5426378989964724,1.5596892371086004,1.8738846593362575,1.7907553698805847
GM Aur d,Candidate,3286.203561,62.0,GM Aur,12.24,4287.0,155.0,0.261013756,,,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.316263298028479,4.292059428214062,3.7894087842119974,3.875055776786007,4.551378235748235,4.4314383173479674,3.4276780063910217,3.424521240715351,3.0012169403534363,3.0673053641436723,3.6042601347913417,3.5096732314496846,1.8260139067292755,1.8287675859032768,1.627065236385906,1.6460666275662532,1.9756561115913511,1.8894001666116713,1.73051056098679,1.7338942205732588,1.5426378989964724,1.5605250693312471,1.8731428954599965,1.7913831458029437
GM Aur e,Candidate,8.745,0.082,GM Aur,12.24,4287.0,155.0,0.261013756,,,Not in HZ,4.331024250316549,3.4303943486219106,1.836348815807571,1.7410782933094575,Not in HZ,Not in HZ,Not in HZ,Not in HZ,4.312934386146832,4.292059428214062,4.732906862826541,4.192231615484532,4.553647023023812,4.431622307633926,3.42398638878148,3.424521240715351,3.748691188157897,3.330362148461117,3.606052318132662,3.509815588956652,1.8246687027455457,1.822361852647425,2.008743375062454,1.8025037997793114,1.9772340093136496,1.8893471499409946,1.7306327689964538,1.7338942205732588,1.9045272529966386,1.711211797919967,1.874638336085061,1.791333515248109
GY 11 d,Candidate,3286.203561,69.0,GY 91,9.885491525,3300.0,137.0,1.783382596,,,Not in HZ,3.822505326261977,3.028030000795234,1.5436237350442408,1.4636265615593131,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.828929616366507,3.822907864158453,4.119506281059193,3.7763439691013385,4.19366490378434,3.703234035531727,3.0343667795421436,3.0283230364079237,3.263258814719623,3.0014616878127063,3.3210936454183724,2.9339549507053615,1.5517242290397997,1.549940309342442,1.673782454256686,1.5669782106228818,1.812323516645768,1.497456841341274,1.4712988541461158,1.469606734172489,1.5870250665447003,1.4880240477528925,1.7182888374150154,1.4198165800704863
GY 91 b,Candidate,3286.203561,7.0,GY 91,9.885491525,3300.0,137.0,1.783382596,,,Not in HZ,3.822505326261977,3.028030000795234,1.5436237350442408,1.4636265615593131,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.828929616366507,3.822907864158453,4.119506281059193,3.774077693624746,4.195247891915898,3.7042160866684215,3.0343667795421436,3.0283230364079237,3.263258814719623,2.9992087577951665,3.322344411070489,2.9347303744146753,1.5517242290397997,1.549940309342442,1.673782454256686,1.5657197423284661,1.8134264084232992,1.498012020508685,1.4712988541461158,1.469606734172489,1.5870250665447003,1.486846410728008,1.7193340501497467,1.420343140182334
GY 91 c,Candidate,3286.203561,40.0,GY 91,9.885491525,3300.0,137.0,1.783382596,,,Not in HZ,3.822505326261977,3.028030000795234,1.5436237350442408,1.4636265615593131,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.828929616366507,3.822907864158453,4.119506281059193,3.775283826197347,4.194405333716843,3.7036914908429512,3.0343667795421436,3.0283230364079237,3.263258814719623,3.0004077539426355,3.32167868096533,2.934316151921652,1.5517242290397997,1.549940309342442,1.673782454256686,1.566389594863661,1.8128393853804199,1.4977151759276532,1.4712988541461158,1.469606734172489,1.5870250665447003,1.4874732462680362,1.7187777272425508,1.420061598801062
HD 100546 c,Candidate,3286.203561,13.0,HD 100546,6.7,11000.0,110.0,21.61649966,,,Not in HZ,1.250857873923793e-16,9.803628791668651e-17,6.028142803093166e-17,5.708233227854696e-17,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.580633756539076,3.5823012183996963,3.128353142602987,4.277440943325255,3.0817161214073887,4.6898086411193765,2.8343027672700054,2.835623340435187,2.47572201754176,3.3027452746516395,2.4388313971658735,3.709050176419785,1.6272187221463907,1.631655240905808,1.4373402422560786,2.014189559183414,1.4814622073825783,2.3951832394764274,1.5420597653625807,1.546966893745317,1.3628007360858452,1.8935602145020467,1.4044956944405849,2.270743739968061
HD 100546 d,Candidate,3286.203561,7.8,HD 100546,6.7,11000.0,110.0,21.61649966,,,Not in HZ,1.250857873923793e-16,9.803628791668651e-17,6.028142803093166e-17,5.708233227854696e-17,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.580633756539076,3.5823012183996963,3.128353142602987,4.277256001775723,3.0818488881539063,4.688948992225164,2.8343027672700054,2.835623340435187,2.47572201754176,3.302561471114981,2.4389363000915347,3.7083710202682045,1.6272187221463907,1.631655240905808,1.4373402422560786,2.0140864732307486,1.4815547079832745,2.3946700138089847,1.5420597653625807,1.546966893745317,1.3628007360858452,1.8934637582966962,1.404583357444143,2.270257221185551
HD 100546 e,Candidate,3286.203561,20.5,HD 100546,6.7,11000.0,110.0,21.61649966,,,Not in HZ,1.250857873923793e-16,9.803628791668651e-17,6.028142803093166e-17,5.708233227854696e-17,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.580633756539076,3.5823012183996963,3.128353142602987,4.277707672594009,3.0815246309076034,4.691048707561729,2.8343027672700054,2.835623340435187,2.47572201754176,3.303010375298143,2.4386800948692464,3.710029877554616,1.6272187221463907,1.631655240905808,1.4373402422560786,2.014338217325241,1.4813287930546513,2.3959236027707522,1.5420597653625807,1.546966893745317,1.3628007360858452,1.8936993119040533,1.4043692574162223,2.2714455767022836
HD 100546 f,Candidate,3286.203561,15.0,HD 100546,6.7,11000.0,110.0,21.61649966,,,Not in HZ,1.250857873923793e-16,9.803628791668651e-17,6.028142803093166e-17,5.708233227854696e-17,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.580633756539076,3.5823012183996963,3.128353142602987,4.277512072673299,3.0816650572741127,4.690139303766208,2.8343027672700054,2.835623340435187,2.47572201754176,3.3028159682289093,2.4387910498867726,3.7093114128491838,1.6272187221463907,1.631655240905808,1.4373402422560786,2.0142292040715986,1.4814266302284644,2.3953806542170764,1.5420597653625807,1.546966893745317,1.3628007360858452,1.893597309698363,1.404461977900755,2.270930881769425
HD 100546 g,Candidate,3286.203561,110.0,HD 100546,6.7,11000.0,110.0,21.61649966,,,Not in HZ,1.250857873923793e-16,9.803628791668651e-17,6.028142803093166e-17,5.708233227854696e-17,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.580633756539076,3.5823012183996963,3.128353142602987,4.280889410893613,3.0792395109435002,4.705863989834762,2.8343027672700054,2.835623340435187,2.47572201754176,3.306173840213621,2.4368745541294974,3.7217345576464185,1.6272187221463907,1.631655240905808,1.4373402422560786,2.0161100522467468,1.4797367154080538,2.404770815020223,1.5420597653625807,1.546966893745317,1.3628007360858452,1.8953571830248312,1.4028604422588278,2.2798323993335807
HD 10180 b,Candidate,1.17768,0.02225,HD 10180,7.33,5911.0,39.4,1.55236,,,Not in HZ,3.626685154908488,2.871246950054624,1.6336751057347736,1.5488729686105354,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.6262347912069246,3.626685154908487,4.78671529601659,4.343556120120633,3.5508662480181212,3.6418704143184772,2.8698245270286935,2.871246950054625,3.789649164853782,3.4294634571895153,2.8114187497034253,2.8832468623058887,1.6337499900929295,1.6336751057347736,2.1559475420699767,1.9248644521750928,1.5912337913896533,1.6460894589183037,1.5478929369580599,1.5488729686105367,2.0440348236016823,1.8229219502220542,1.5086319507408315,1.5606384672923914
HD 10180 i,Candidate,9.655,0.0904,HD 10180,7.33,5911.0,39.4,1.55236,,,Not in HZ,3.626685154908488,2.871246950054624,1.6336751057347736,1.5488729686105354,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.626685154908495,3.626685154908487,4.510056390097972,4.342669325530773,3.5508627287367203,3.641875362593181,2.871246950054626,2.871246950054625,3.5706165566690125,3.428723874454105,2.8114159701856116,2.88325078779539,1.6336751057347698,1.6336751057347738,2.0313997280788136,1.9244133921919995,1.591231346697205,1.6460935229301907,1.5488729686105378,1.5488729686105367,1.9259521495650092,1.8224873481526984,1.5086296337358798,1.5606423168043402
HD 10180 j,Candidate,67.55,0.33,HD 10180,7.33,5911.0,39.4,1.55236,,,Optimistic HZ,3.626685154908488,2.871246950054624,1.6336751057347736,1.5488729686105354,Optimistic HZ,Optimistic HZ,Not in HZ,Not in HZ,3.626685154908495,3.626685154908487,3.9387324974194287,4.336609952957058,3.5508444599017124,3.6419254375833088,2.871246950054626,2.871246950054625,3.1182933378127338,3.4236698042960314,2.8114015434322903,2.8832904615916872,1.6336751057347698,1.6336751057347738,1.7743060695028667,1.9213325953245206,1.591218667996626,1.6461311800720013,1.5488729686105378,1.5488729686105367,1.682203955917552,1.8195192294957088,1.5086176169789014,1.5606779929028867
HD 1461 d,Candidate,5000.0,5.0,HD 1461,6.64,5765.0,23.4,1.033788543,,,Not in HZ,3.421257602180833,2.7087334809340646,1.5354791691344356,1.4557738602138366,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.4167193851116777,3.42468293903393,3.7869309836886274,3.8482215265627495,3.4348503101115595,3.4356665958549204,2.703545553986816,2.711420820220117,2.998280256848085,3.022930579987255,2.7195504898908607,2.7201105327273574,1.5369405036649517,1.538185344190946,1.698035836879916,1.6790873322001323,1.540774685441707,1.5449255626993876,1.4567644612293844,1.4557738602138366,1.6098925283462926,1.5874845881339492,1.460790694453141,1.464729402336959
HD 1461 e,Candidate,454.0,1.165,HD 1461,6.64,5765.0,23.4,1.033788543,,,Not in HZ,3.421257602180833,2.7087334809340646,1.5354791691344356,1.4557738602138366,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.422732735726044,3.42468293903393,3.5156786993971174,4.2840079906689805,3.4359023674900753,3.434192160113591,2.7100234037913706,2.711420820220117,2.7835009207929233,3.382210718910018,2.720381123898539,2.7189403516641453,1.5369405036649517,1.538185344190946,1.5773293102193375,1.890705598220873,1.541503785029711,1.5436860024389123,1.4567644612293844,1.4557738602138366,1.4954516064087735,1.7905577408347728,1.4614817520931216,1.4635553123084555
HD 163296 b,Candidate,3286.203561,46.0,HD 163296,6.85,5688.237937,122.0,23.15899246,,,Not in HZ,3.458954671765339,2.7386454350962235,1.5491691360959032,1.4687532810991974,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.4550133618472056,3.4459677988941966,3.751169526645165,3.999273228908411,3.478984103647518,3.4822113020736225,2.743050908372406,2.7284170171787,2.969995980510933,3.1478484409589775,2.754522311238937,2.7569925962067345,1.5419019542970187,1.540585386192915,1.680528948365661,1.7480080090323393,1.5578622010762009,1.562075324348975,1.4634322566177707,1.4606153377068243,1.5932944646359957,1.6536652249010717,1.4769930910585334,1.480991595838852
HD 163296 c,Candidate,3286.203561,54.0,HD 163296,6.85,5688.237937,122.0,23.15899246,,,Not in HZ,3.458954671765339,2.7386454350962235,1.5491691360959032,1.4687532810991974,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.4550133618472056,3.4459677988941966,3.751169526645165,3.9995649701899696,3.478779847114414,3.482285969410489,2.743050908372406,2.7284170171787,2.969995980510933,3.148138476462157,2.754360922122535,2.757051279112835,1.5419019542970187,1.540585386192915,1.680528948365661,1.7481701561893148,1.557719892459745,1.5620846340319998,1.4634322566177707,1.4606153377068243,1.5932944646359957,1.6538169518409158,1.4768582248992133,1.481000472594053
HD 163296 d,Candidate,3286.203561,84.5,HD 163296,6.85,5688.237937,122.0,23.15899246,,,Not in HZ,3.458954671765339,2.7386454350962235,1.5491691360959032,1.4687532810991974,Not in HZ,Not in HZ,Not in HZ,Not in HZ,3.4550133618472056,3.4459677988941966,3.751169526645165,4.000677237211358,3.478001119081954,3.4825729591419465,2.743050908372406,2.7284170171787,2.969995980510933,3.149244325521532,2.7537456261162516,2.757276844492139,1.5419019542970187,1.540585386192915,1.680528948365661,1.7487882078536305,1.557177340859508,1.5621217787460946,1.4634322566177707,1.4606153377068243,1.5932944646359957,1.654395278011095,1.476344047666805,1.481035880295177
