planet_name,planet_status,orbital_period,semi_major_axis,star_name,mag_v,star_teff,star_distance,luminosity,harmonic_ratio,habitable_zone_status
K2-165 l,Aschwaden Prediction,8.76549,4.251258035,K2-165,10.81796395,5185,135.1,,2 banding 1,Not in HZ
K2-165 m,Aschwaden Prediction,6.5741175,3.509336187,K2-165,10.81796395,5185,135.1,,3 banding 2,Not in HZ
K2-165 n,Aschwaden Prediction,7.304575,3.764696484,K2-165,10.81796395,5185,135.1,,5 banding 3,Not in HZ
K2-165 o,Aschwaden Prediction,5.47843125,3.107688476,K2-165,10.81796395,5185,135.1,,5 banding 4,Not in HZ
K2-165 p,Aschwaden Prediction,5.84366,3.244317081,K2-165,10.81796395,5185,135.1,,4 banding 3,Not in HZ
K2-165 q,Aschwaden Prediction,10.9568625,4.933147956,K2-165,10.81796395,5185,135.1,,5 banding 2,Not in HZ
K2-165 r,Aschwaden Prediction,13.148235,5.570723955,K2-165,10.81796395,5185,135.1,,3 banding 1,Not in HZ
K2-166 d,Aschwaden Prediction,7.60928,3.868676156,K2-166,10.81796395,5319.019429,481,,2 banding 1,Not in HZ
K2-166 e,Aschwaden Prediction,5.70696,3.193521804,K2-166,10.81796395,5319.019429,481,,3 banding 2,Not in HZ
K2-166 f,Aschwaden Prediction,6.341066667,3.425901557,K2-166,10.81796395,5319.019429,481,,5 banding 3,Not in HZ
K2-166 g,Aschwaden Prediction,4.7558,2.828019426,K2-166,10.81796395,5319.019429,481,,5 banding 4,Not in HZ
K2-166 h,Aschwaden Prediction,5.072853333,2.952352464,K2-166,10.81796395,5319.019429,481,,4 banding 3,Not in HZ
K2-166 i,Aschwaden Prediction,9.5116,4.489201012,K2-166,10.81796395,5319.019429,481,,5 banding 2,Not in HZ
K2-166 j,Aschwaden Prediction,11.41392,5.069399872,K2-166,10.81796395,5319.019429,481,,3 banding 1,Not in HZ
K2-168 d,Aschwaden Prediction,16.101444,6.376414646,K2-168,12.2,5502.7,245.56,,2 banding 1,Not in HZ
K2-168 e,Aschwaden Prediction,12.076083,5.263614317,K2-168,12.2,5502.7,245.56,,3 banding 2,Not in HZ
K2-168 f,Aschwaden Prediction,13.41787,5.646626386,K2-168,12.2,5502.7,245.56,,5 banding 3,Not in HZ
K2-168 g,Aschwaden Prediction,10.0634025,4.661187382,K2-168,12.2,5502.7,245.56,,5 banding 4,Not in HZ
K2-168 h,Aschwaden Prediction,10.734296,4.866115107,K2-168,12.2,5502.7,245.56,,4 banding 3,Not in HZ
K2-168 i,Aschwaden Prediction,20.126805,7.399173754,K2-168,12.2,5502.7,245.56,,5 banding 2,Not in HZ
K2-168 j,Aschwaden Prediction,24.152166,8.355466904,K2-168,12.2,5502.7,245.56,,3 banding 1,Not in HZ
K2-170 d,Aschwaden Prediction,15.153088,6.123514684,K2-170,10.81796395,5748,397.26,,2 banding 1,Not in HZ
K2-170 e,Aschwaden Prediction,11.364816,5.054849998,K2-170,10.81796395,5748,397.26,,3 banding 2,Not in HZ
K2-170 f,Aschwaden Prediction,12.62757333,5.422671127,K2-170,10.81796395,5748,397.26,,5 banding 3,Not in HZ
K2-170 g,Aschwaden Prediction,9.47068,4.476316389,K2-170,10.81796395,5748,397.26,,5 banding 4,Not in HZ
K2-170 h,Aschwaden Prediction,10.10205867,4.673116315,K2-170,10.81796395,5748,397.26,,4 banding 3,Not in HZ
K2-170 i,Aschwaden Prediction,18.94136,7.105709344,K2-170,10.81796395,5748,397.26,,5 banding 2,Not in HZ
K2-170 j,Aschwaden Prediction,22.729632,8.024074205,K2-170,10.81796395,5748,397.26,,3 banding 1,Not in HZ
K2-172 d,Aschwaden Prediction,28.633882,9.359518074,K2-172,10.81796395,5569,251.51,,2 banding 1,Not in HZ
K2-172 e,Aschwaden Prediction,21.4754115,7.726111941,K2-172,10.81796395,5569,251.51,,3 banding 2,Not in HZ
K2-172 f,Aschwaden Prediction,23.86156833,8.28831007,K2-172,10.81796395,5569,251.51,,5 banding 3,Not in HZ
K2-172 g,Aschwaden Prediction,17.89617625,6.841849217,K2-172,10.81796395,5569,251.51,,5 banding 4,Not in HZ
K2-172 h,Aschwaden Prediction,19.08925467,7.142649095,K2-172,10.81796395,5569,251.51,,4 banding 3,Not in HZ
K2-172 i,Aschwaden Prediction,35.7923525,10.86075864,K2-172,10.81796395,5569,251.51,,5 banding 2,Not in HZ
K2-172 j,Aschwaden Prediction,42.950823,12.26443822,K2-172,10.81796395,5569,251.51,,3 banding 1,Not in HZ
K2-18 d,Aschwaden Prediction,17.924,6.848938873,K2-18,13.5,3457,38.07,,2 banding 1,Not in HZ
K2-18 e,Aschwaden Prediction,13.443,5.653674473,K2-18,13.5,3457,38.07,,3 banding 2,Not in HZ
K2-18 f,Aschwaden Prediction,14.93666667,6.065069653,K2-18,13.5,3457,38.07,,5 banding 3,Not in HZ
K2-18 g,Aschwaden Prediction,11.2025,5.006604688,K2-18,13.5,3457,38.07,,5 banding 4,Not in HZ
K2-18 h,Aschwaden Prediction,11.94933333,5.226718583,K2-18,13.5,3457,38.07,,4 banding 3,Not in HZ
K2-18 i,Aschwaden Prediction,22.405,7.947489549,K2-18,13.5,3457,38.07,,5 banding 2,Not in HZ
K2-18 j,Aschwaden Prediction,26.886,8.974648806,K2-18,13.5,3457,38.07,,3 banding 1,Not in HZ
K2-183 f,Aschwaden Prediction,0.938538,0.958593708,K2-183,12.85,5436.47,329.041,,2 banding 1,Conservative HZ
K2-183 g,Aschwaden Prediction,0.7039035,0.791301671,K2-183,12.85,5436.47,329.041,,3 banding 2,Conservative HZ
K2-183 h,Aschwaden Prediction,0.782115,0.848881515,K2-183,12.85,5436.47,329.041,,5 banding 3,Conservative HZ
K2-183 i,Aschwaden Prediction,0.58658625,0.700736252,K2-183,12.85,5436.47,329.041,,5 banding 4,Conservative HZ
K2-183 j,Aschwaden Prediction,0.625692,0.731543914,K2-183,12.85,5436.47,329.041,,4 banding 3,Conservative HZ
K2-183 k,Aschwaden Prediction,1.1731725,1.112349463,K2-183,12.85,5436.47,329.041,,5 banding 2,Not in HZ
K2-183 l,Aschwaden Prediction,1.407807,1.256113106,K2-183,12.85,5436.47,329.041,,3 banding 1,Not in HZ
K2-183 m,Aschwaden Prediction,4.3058,2.646686907,K2-183,12.85,5436.47,329.041,,2 banding 1,Not in HZ
K2-183 n,Aschwaden Prediction,3.22935,2.184791904,K2-183,12.85,5436.47,329.041,,3 banding 2,Not in HZ
K2-183 o,Aschwaden Prediction,3.588166667,2.343770435,K2-183,12.85,5436.47,329.041,,5 banding 3,Not in HZ
K2-183 p,Aschwaden Prediction,2.691125,1.934739866,K2-183,12.85,5436.47,329.041,,5 banding 4,Not in HZ
K2-183 q,Aschwaden Prediction,2.870533333,2.019800132,K2-183,12.85,5436.47,329.041,,4 banding 3,Not in HZ
K2-183 r,Aschwaden Prediction,5.38225,3.071208098,K2-183,12.85,5436.47,329.041,,5 banding 2,Not in HZ
K2-183 s,Aschwaden Prediction,6.4587,3.468140967,K2-183,12.85,5436.47,329.041,,3 banding 1,Not in HZ
K2-183 t,Aschwaden Prediction,21.58527,7.752438392,K2-183,12.85,5436.47,329.041,,2 banding 1,Not in HZ
K2-183 u,Aschwaden Prediction,16.1889525,6.399496893,K2-183,12.85,5436.47,329.041,,3 banding 2,Not in HZ
K2-183 v,Aschwaden Prediction,17.987725,6.865162574,K2-183,12.85,5436.47,329.041,,5 banding 3,Not in HZ
K2-183 w,Aschwaden Prediction,13.49079375,5.667066843,K2-183,12.85,5436.47,329.041,,5 banding 4,Not in HZ
K2-183 x,Aschwaden Prediction,14.39018,5.916217761,K2-183,12.85,5436.47,329.041,,4 banding 3,Not in HZ
K2-183 y,Aschwaden Prediction,26.9815875,8.995907868,K2-183,12.85,5436.47,329.041,,5 banding 2,Not in HZ
K2-183 z,Aschwaden Prediction,32.377905,10.1585681,K2-183,12.85,5436.47,329.041,,3 banding 1,Not in HZ
K2-185 d,Aschwaden Prediction,21.233292,7.667931446,K2-185,12.21,5788,268.357,,2 banding 1,Not in HZ
K2-185 e,Aschwaden Prediction,15.924969,6.329737946,K2-185,12.21,5788,268.357,,3 banding 2,Not in HZ
K2-185 f,Aschwaden Prediction,17.69441,6.790327549,K2-185,12.21,5788,268.357,,5 banding 3,Not in HZ
K2-185 g,Aschwaden Prediction,13.2708075,5.605291891,K2-185,12.21,5788,268.357,,5 banding 4,Not in HZ
K2-185 h,Aschwaden Prediction,14.155528,5.851726891,K2-185,12.21,5788,268.357,,4 banding 3,Not in HZ
K2-185 i,Aschwaden Prediction,26.541615,8.897846244,K2-185,12.21,5788,268.357,,5 banding 2,Not in HZ
K2-185 j,Aschwaden Prediction,31.849938,10.04783267,K2-185,12.21,5788,268.357,,3 banding 1,Not in HZ
K2-187 f,Aschwaden Prediction,1.54784,1.338086052,K2-187,10.81796395,5484,333.51,,2 banding 1,Not in HZ
K2-187 g,Aschwaden Prediction,1.16088,1.104565699,K2-187,10.81796395,5484,333.51,,3 banding 2,Not in HZ
K2-187 h,Aschwaden Prediction,1.289866667,1.184940508,K2-187,10.81796395,5484,333.51,,5 banding 3,Not in HZ
K2-187 i,Aschwaden Prediction,0.9674,0.978146838,K2-187,10.81796395,5484,333.51,,5 banding 4,Conservative HZ
K2-187 j,Aschwaden Prediction,1.031893333,1.021150775,K2-187,10.81796395,5484,333.51,,4 banding 3,Conservative HZ
K2-187 k,Aschwaden Prediction,1.9348,1.55271132,K2-187,10.81796395,5484,333.51,,5 banding 2,Not in HZ
K2-187 l,Aschwaden Prediction,2.32176,1.753388753,K2-187,10.81796395,5484,333.51,,3 banding 1,Not in HZ
K2-187 m,Aschwaden Prediction,5.744084,3.207356156,K2-187,10.81796395,5484,333.51,,2 banding 1,Not in HZ
K2-187 n,Aschwaden Prediction,4.308063,2.647614172,K2-187,10.81796395,5484,333.51,,3 banding 2,Not in HZ
K2-187 o,Aschwaden Prediction,4.786736667,2.84027042,K2-187,10.81796395,5484,333.51,,5 banding 3,Not in HZ
K2-187 p,Aschwaden Prediction,3.5900525,2.344591573,K2-187,10.81796395,5484,333.51,,5 banding 4,Not in HZ
K2-187 q,Aschwaden Prediction,3.829389333,2.447670849,K2-187,10.81796395,5484,333.51,,4 banding 3,Not in HZ
K2-187 r,Aschwaden Prediction,7.180105,3.72180713,K2-187,10.81796395,5484,333.51,,5 banding 2,Not in HZ
K2-187 s,Aschwaden Prediction,8.616126,4.202825522,K2-187,10.81796395,5484,333.51,,3 banding 1,Not in HZ
K2-187 t,Aschwaden Prediction,14.29842,5.891040836,K2-187,10.81796395,5484,333.51,,2 banding 1,Not in HZ
K2-187 u,Aschwaden Prediction,10.723815,4.862947065,K2-187,10.81796395,5484,333.51,,3 banding 2,Not in HZ
K2-187 v,Aschwaden Prediction,11.91535,5.216804188,K2-187,10.81796395,5484,333.51,,5 banding 3,Not in HZ
K2-187 w,Aschwaden Prediction,8.9365125,4.306376975,K2-187,10.81796395,5484,333.51,,5 banding 4,Not in HZ
K2-187 x,Aschwaden Prediction,9.53228,4.495705566,K2-187,10.81796395,5484,333.51,,4 banding 3,Not in HZ
K2-187 y,Aschwaden Prediction,17.873025,6.835947341,K2-187,10.81796395,5484,333.51,,5 banding 2,Not in HZ
K2-187 z,Aschwaden Prediction,21.44763,7.719447287,K2-187,10.81796395,5484,333.51,,3 banding 1,Not in HZ
K2-188 d,Aschwaden Prediction,3.484338,2.298335992,K2-188,10.81796395,5977,452.9,,2 banding 1,Not in HZ
K2-188 e,Aschwaden Prediction,2.6132535,1.89723456,K2-188,10.81796395,5977,452.9,,3 banding 2,Not in HZ
K2-188 f,Aschwaden Prediction,2.903615,2.035288698,K2-188,10.81796395,5977,452.9,,5 banding 3,Not in HZ
K2-188 g,Aschwaden Prediction,2.17771125,1.680093802,K2-188,10.81796395,5977,452.9,,5 banding 4,Not in HZ
K2-188 h,Aschwaden Prediction,2.322892,1.75395863,K2-188,10.81796395,5977,452.9,,4 banding 3,Not in HZ
K2-188 i,Aschwaden Prediction,4.3554225,2.666982669,K2-188,10.81796395,5977,452.9,,5 banding 2,Not in HZ
K2-188 j,Aschwaden Prediction,5.226507,3.011672136,K2-188,10.81796395,5977,452.9,,3 banding 1,Not in HZ
K2-189 d,Aschwaden Prediction,5.176618,2.992476478,K2-189,10.81796395,5519,243.93,,2 banding 1,Not in HZ
K2-189 e,Aschwaden Prediction,3.8824635,2.470234906,K2-189,10.81796395,5519,243.93,,3 banding 2,Not in HZ
K2-189 f,Aschwaden Prediction,4.313848333,2.649983977,K2-189,10.81796395,5519,243.93,,5 banding 3,Not in HZ
K2-189 g,Aschwaden Prediction,3.23538625,2.187513576,K2-189,10.81796395,5519,243.93,,5 banding 4,Not in HZ
K2-189 h,Aschwaden Prediction,3.451078667,2.283686963,K2-189,10.81796395,5519,243.93,,4 banding 3,Not in HZ
K2-189 i,Aschwaden Prediction,6.4707725,3.472461352,K2-189,10.81796395,5519,243.93,,5 banding 2,Not in HZ
K2-189 j,Aschwaden Prediction,7.764927,3.921253489,K2-189,10.81796395,5519,243.93,,3 banding 1,Not in HZ
K2-19 e,Aschwaden Prediction,5.01712,2.930688493,K2-19,12.806,5430,292.14,,2 banding 1,Not in HZ
K2-19 f,Aschwaden Prediction,3.76284,2.419230048,K2-19,12.806,5430,292.14,,3 banding 2,Not in HZ
K2-19 g,Aschwaden Prediction,4.180933333,2.5952677,K2-19,12.806,5430,292.14,,5 banding 3,Not in HZ
K2-19 h,Aschwaden Prediction,3.1357,2.142346285,K2-19,12.806,5430,292.14,,5 banding 4,Not in HZ
K2-19 i,Aschwaden Prediction,3.344746667,2.236533906,K2-19,12.806,5430,292.14,,4 banding 3,Not in HZ
K2-19 j,Aschwaden Prediction,6.2714,3.400762746,K2-19,12.806,5430,292.14,,5 banding 2,Not in HZ
K2-19 k,Aschwaden Prediction,7.52568,3.840288323,K2-19,12.806,5430,292.14,,3 banding 1,Not in HZ
K2-19 l,Aschwaden Prediction,15.8388,6.306884097,K2-19,12.806,5430,292.14,,2 banding 1,Not in HZ
K2-19 m,Aschwaden Prediction,11.8791,5.206218114,K2-19,12.806,5430,292.14,,3 banding 2,Not in HZ
K2-19 n,Aschwaden Prediction,13.199,5.585053692,K2-19,12.806,5430,292.14,,5 banding 3,Not in HZ
K2-19 o,Aschwaden Prediction,9.89925,4.610360243,K2-19,12.806,5430,292.14,,5 banding 4,Not in HZ
K2-19 p,Aschwaden Prediction,10.5592,4.813053368,K2-19,12.806,5430,292.14,,4 banding 3,Not in HZ
K2-19 q,Aschwaden Prediction,19.7985,7.3184907,K2-19,12.806,5430,292.14,,5 banding 2,Not in HZ
K2-19 r,Aschwaden Prediction,23.7582,8.264356111,K2-19,12.806,5430,292.14,,3 banding 1,Not in HZ
K2-190 d,Aschwaden Prediction,20.197716,7.416542803,K2-190,10.81796395,5631,161.42,,2 banding 1,Not in HZ
K2-190 e,Aschwaden Prediction,15.148287,6.122221194,K2-190,10.81796395,5631,161.42,,3 banding 2,Not in HZ
K2-190 f,Aschwaden Prediction,16.83143,6.567710636,K2-190,10.81796395,5631,161.42,,5 banding 3,Not in HZ
K2-190 g,Aschwaden Prediction,12.6235725,5.421525678,K2-190,10.81796395,5631,161.42,,5 banding 4,Not in HZ
K2-190 h,Aschwaden Prediction,13.465144,5.659881452,K2-190,10.81796395,5631,161.42,,4 banding 3,Not in HZ
K2-190 i,Aschwaden Prediction,25.247145,8.606135565,K2-190,10.81796395,5631,161.42,,5 banding 2,Not in HZ
K2-190 j,Aschwaden Prediction,30.296574,9.718420363,K2-190,10.81796395,5631,161.42,,3 banding 1,Not in HZ
K2-195 d,Aschwaden Prediction,31.70595,10.01752681,K2-195,10.81796395,5713,317.83,,2 banding 1,Not in HZ
K2-195 e,Aschwaden Prediction,23.7794625,8.269286189,K2-195,10.81796395,5713,317.83,,3 banding 2,Not in HZ
K2-195 f,Aschwaden Prediction,26.421625,8.871008926,K2-195,10.81796395,5713,317.83,,5 banding 3,Not in HZ
K2-195 g,Aschwaden Prediction,19.81621875,7.322856525,K2-195,10.81796395,5713,317.83,,5 banding 4,Not in HZ
K2-195 h,Aschwaden Prediction,21.1373,7.644803746,K2-195,10.81796395,5713,317.83,,4 banding 3,Not in HZ
K2-195 i,Aschwaden Prediction,39.6324375,11.62431015,K2-195,10.81796395,5713,317.83,,5 banding 2,Not in HZ
K2-195 j,Aschwaden Prediction,47.558925,13.1266736,K2-195,10.81796395,5713,317.83,,3 banding 1,Not in HZ
K2-198 e,Aschwaden Prediction,6.719211,3.560783095,K2-198,11,5212.9,110.91,,2 banding 1,Not in HZ
K2-198 f,Aschwaden Prediction,5.03940825,2.939361683,K2-198,11,5212.9,110.91,,3 banding 2,Not in HZ
K2-198 g,Aschwaden Prediction,5.5993425,3.153247224,K2-198,11,5212.9,110.91,,5 banding 3,Not in HZ
K2-198 h,Aschwaden Prediction,4.199506875,2.602948233,K2-198,11,5212.9,110.91,,5 banding 4,Not in HZ
K2-198 i,Aschwaden Prediction,4.479474,2.717386083,K2-198,11,5212.9,110.91,,4 banding 3,Not in HZ
K2-198 j,Aschwaden Prediction,8.39901375,4.131922764,K2-198,11,5212.9,110.91,,5 banding 2,Not in HZ
K2-198 k,Aschwaden Prediction,10.0788165,4.665945827,K2-198,11,5212.9,110.91,,3 banding 1,Not in HZ
K2-198 l,Aschwaden Prediction,14.9000354,6.055149452,K2-198,11,5212.9,110.91,,2 banding 1,Not in HZ
K2-198 m,Aschwaden Prediction,11.17502655,4.998415743,K2-198,11,5212.9,110.91,,3 banding 2,Not in HZ
K2-198 n,Aschwaden Prediction,12.41669617,5.362130378,K2-198,11,5212.9,110.91,,5 banding 3,Not in HZ
K2-198 o,Aschwaden Prediction,9.312522125,4.426341102,K2-198,11,5212.9,110.91,,5 banding 4,Not in HZ
K2-198 p,Aschwaden Prediction,9.933356933,4.620943879,K2-198,11,5212.9,110.91,,4 banding 3,Not in HZ
K2-198 q,Aschwaden Prediction,18.62504425,7.026378521,K2-198,11,5212.9,110.91,,5 banding 2,Not in HZ
K2-198 r,Aschwaden Prediction,22.3500531,7.934490409,K2-198,11,5212.9,110.91,,3 banding 1,Not in HZ
K2-199 d,Aschwaden Prediction,6.4507986,3.465311837,K2-199,10.81796395,4648,107.97,,2 banding 1,Not in HZ
K2-199 e,Aschwaden Prediction,4.83809895,2.860551895,K2-199,10.81796395,4648,107.97,,3 banding 2,Not in HZ
K2-199 f,Aschwaden Prediction,5.3756655,3.068702765,K2-199,10.81796395,4648,107.97,,5 banding 3,Not in HZ
K2-199 g,Aschwaden Prediction,4.031749125,2.53315832,K2-199,10.81796395,4648,107.97,,5 banding 4,Not in HZ
K2-199 h,Aschwaden Prediction,4.3005324,2.644527876,K2-199,10.81796395,4648,107.97,,4 banding 3,Not in HZ
K2-199 i,Aschwaden Prediction,8.06349825,4.021138181,K2-199,10.81796395,4648,107.97,,5 banding 2,Not in HZ
K2-199 j,Aschwaden Prediction,9.6761979,4.540843087,K2-199,10.81796395,4648,107.97,,3 banding 1,Not in HZ
K2-201 d,Aschwaden Prediction,2.11958,1.650060527,K2-201,10.81796395,5507,199.05,,2 banding 1,Not in HZ
K2-201 e,Aschwaden Prediction,1.589685,1.362094955,K2-201,10.81796395,5507,199.05,,3 banding 2,Not in HZ
K2-201 f,Aschwaden Prediction,1.766316667,1.461209133,K2-201,10.81796395,5507,199.05,,5 banding 3,Not in HZ
K2-201 g,Aschwaden Prediction,1.3247375,1.206201563,K2-201,10.81796395,5507,199.05,,5 banding 4,Not in HZ
K2-201 h,Aschwaden Prediction,1.413053333,1.259231858,K2-201,10.81796395,5507,199.05,,4 banding 3,Not in HZ
K2-201 i,Aschwaden Prediction,2.649475,1.91472563,K2-201,10.81796395,5507,199.05,,5 banding 2,Not in HZ
K2-201 j,Aschwaden Prediction,3.17937,2.162190964,K2-201,10.81796395,5507,199.05,,3 banding 1,Not in HZ
K2-21 d,Aschwaden Prediction,18.0063,6.869887962,K2-21,12.85,4222.06,83.85,,2 banding 1,Not in HZ
K2-21 e,Aschwaden Prediction,13.504725,5.670967564,K2-21,12.85,4222.06,83.85,,3 banding 2,Not in HZ
K2-21 f,Aschwaden Prediction,15.00525,6.083621093,K2-21,12.85,4222.06,83.85,,5 banding 3,Not in HZ
K2-21 g,Aschwaden Prediction,11.2539375,5.021918565,K2-21,12.85,4222.06,83.85,,5 banding 4,Not in HZ
K2-21 h,Aschwaden Prediction,12.0042,5.24270573,K2-21,12.85,4222.06,83.85,,4 banding 3,Not in HZ
K2-21 i,Aschwaden Prediction,22.507875,7.971798813,K2-21,12.85,4222.06,83.85,,5 banding 2,Not in HZ
K2-21 j,Aschwaden Prediction,27.00945,9.002099878,K2-21,12.85,4222.06,83.85,,3 banding 1,Not in HZ
K2-219 e,Aschwaden Prediction,7.802574,3.933917647,K2-219,10.81796395,5753,328.42,,2 banding 1,Not in HZ
K2-219 f,Aschwaden Prediction,5.8519305,3.247377469,K2-219,10.81796395,5753,328.42,,3 banding 2,Not in HZ
K2-219 g,Aschwaden Prediction,6.502145,3.483676082,K2-219,10.81796395,5753,328.42,,5 banding 3,Not in HZ
K2-219 h,Aschwaden Prediction,4.87660875,2.875711245,K2-219,10.81796395,5753,328.42,,5 banding 4,Not in HZ
K2-219 i,Aschwaden Prediction,5.201716,3.00214104,K2-219,10.81796395,5753,328.42,,4 banding 3,Not in HZ
K2-219 j,Aschwaden Prediction,9.7532175,4.564907056,K2-219,10.81796395,5753,328.42,,5 banding 2,Not in HZ
K2-219 k,Aschwaden Prediction,11.703861,5.15489041,K2-219,10.81796395,5753,328.42,,3 banding 1,Not in HZ
K2-219 l,Aschwaden Prediction,13.33534,5.623448584,K2-219,10.81796395,5753,328.42,,2 banding 1,Not in HZ
K2-219 m,Aschwaden Prediction,10.001505,4.642054528,K2-219,10.81796395,5753,328.42,,3 banding 2,Not in HZ
K2-219 n,Aschwaden Prediction,11.11278333,4.979838188,K2-219,10.81796395,5753,328.42,,5 banding 3,Not in HZ
K2-219 o,Aschwaden Prediction,8.3345875,4.110765852,K2-219,10.81796395,5753,328.42,,5 banding 4,Not in HZ
K2-219 p,Aschwaden Prediction,8.890226667,4.291494458,K2-219,10.81796395,5753,328.42,,4 banding 3,Not in HZ
K2-219 q,Aschwaden Prediction,16.669175,6.525434038,K2-219,10.81796395,5753,328.42,,5 banding 2,Not in HZ
K2-219 r,Aschwaden Prediction,20.00301,7.368802241,K2-219,10.81796395,5753,328.42,,3 banding 1,Not in HZ
K2-223 d,Aschwaden Prediction,1.0113,1.007519216,K2-223,10.81796395,5835,201.1,,2 banding 1,Conservative HZ
K2-223 e,Aschwaden Prediction,0.758475,0.831688789,K2-223,10.81796395,5835,201.1,,3 banding 2,Conservative HZ
K2-223 f,Aschwaden Prediction,0.84275,0.892207441,K2-223,10.81796395,5835,201.1,,5 banding 3,Conservative HZ
K2-223 g,Aschwaden Prediction,0.6320625,0.736501015,K2-223,10.81796395,5835,201.1,,5 banding 4,Conservative HZ
K2-223 h,Aschwaden Prediction,0.6742,0.768881064,K2-223,10.81796395,5835,201.1,,4 banding 3,Conservative HZ
K2-223 i,Aschwaden Prediction,1.264125,1.169122486,K2-223,10.81796395,5835,201.1,,5 banding 2,Not in HZ
K2-223 j,Aschwaden Prediction,1.51695,1.320223658,K2-223,10.81796395,5835,201.1,,3 banding 1,Not in HZ
K2-224 d,Aschwaden Prediction,8.95808,4.313302903,K2-224,10.81796395,5620,277.7,,2 banding 1,Not in HZ
K2-224 e,Aschwaden Prediction,6.71856,3.560553097,K2-224,10.81796395,5620,277.7,,3 banding 2,Not in HZ
K2-224 f,Aschwaden Prediction,7.465066667,3.819640243,K2-224,10.81796395,5620,277.7,,5 banding 3,Not in HZ
K2-224 g,Aschwaden Prediction,5.5988,3.15304355,K2-224,10.81796395,5620,277.7,,5 banding 4,Not in HZ
K2-224 h,Aschwaden Prediction,5.972053333,3.291666177,K2-224,10.81796395,5620,277.7,,4 banding 3,Not in HZ
K2-224 i,Aschwaden Prediction,11.1976,5.005144648,K2-224,10.81796395,5620,277.7,,5 banding 2,Not in HZ
K2-224 j,Aschwaden Prediction,13.43712,5.652025732,K2-224,10.81796395,5620,277.7,,3 banding 1,Not in HZ
K2-229 e,Aschwaden Prediction,1.16852,1.109406655,K2-229,10.81796395,5315,103.8,,2 banding 1,Not in HZ
K2-229 f,Aschwaden Prediction,0.87639,0.915795016,K2-229,10.81796395,5315,103.8,,3 banding 2,Conservative HZ
K2-229 g,Aschwaden Prediction,0.973766667,0.98243374,K2-229,10.81796395,5315,103.8,,5 banding 3,Conservative HZ
K2-229 h,Aschwaden Prediction,0.730325,0.810981184,K2-229,10.81796395,5315,103.8,,5 banding 4,Conservative HZ
K2-229 i,Aschwaden Prediction,0.779013333,0.846635732,K2-229,10.81796395,5315,103.8,,4 banding 3,Conservative HZ
K2-229 j,Aschwaden Prediction,1.46065,1.287352385,K2-229,10.81796395,5315,103.8,,5 banding 2,Not in HZ
K2-229 k,Aschwaden Prediction,1.75278,1.453733972,K2-229,10.81796395,5315,103.8,,3 banding 1,Not in HZ
K2-229 l,Aschwaden Prediction,16.65454,6.521614065,K2-229,10.81796395,5315,103.8,,2 banding 1,Not in HZ
K2-229 m,Aschwaden Prediction,12.490905,5.383473797,K2-229,10.81796395,5315,103.8,,3 banding 2,Not in HZ
K2-229 n,Aschwaden Prediction,13.87878333,5.775207559,K2-229,10.81796395,5315,103.8,,5 banding 3,Not in HZ
K2-229 o,Aschwaden Prediction,10.4090875,4.767328802,K2-229,10.81796395,5315,103.8,,5 banding 4,Not in HZ
K2-229 p,Aschwaden Prediction,11.10302667,4.976923003,K2-229,10.81796395,5315,103.8,,4 banding 3,Not in HZ
K2-229 q,Aschwaden Prediction,20.818175,7.567662755,K2-229,10.81796395,5315,103.8,,5 banding 2,Not in HZ
K2-229 r,Aschwaden Prediction,24.98181,8.545731969,K2-229,10.81796395,5315,103.8,,3 banding 1,Not in HZ
K2-233 e,Aschwaden Prediction,4.93492,2.898589699,K2-233,10,4950,67.64,,2 banding 1,Not in HZ
K2-233 f,Aschwaden Prediction,3.70119,2.392733078,K2-233,10,4950,67.64,,3 banding 2,Not in HZ
K2-233 g,Aschwaden Prediction,4.112433333,2.566842652,K2-233,10,4950,67.64,,5 banding 3,Not in HZ
K2-233 h,Aschwaden Prediction,3.084325,2.118881924,K2-233,10,4950,67.64,,5 banding 4,Not in HZ
K2-233 i,Aschwaden Prediction,3.289946667,2.212037941,K2-233,10,4950,67.64,,4 banding 3,Not in HZ
K2-233 j,Aschwaden Prediction,6.16865,3.363515395,K2-233,10,4950,67.64,,5 banding 2,Not in HZ
K2-233 k,Aschwaden Prediction,7.40238,3.798227004,K2-233,10,4950,67.64,,3 banding 1,Not in HZ
K2-233 l,Aschwaden Prediction,14.12284,5.842714867,K2-233,10,4950,67.64,,2 banding 1,Not in HZ
K2-233 m,Aschwaden Prediction,10.59213,4.823054857,K2-233,10,4950,67.64,,3 banding 2,Not in HZ
K2-233 n,Aschwaden Prediction,11.76903333,5.174009184,K2-233,10,4950,67.64,,5 banding 3,Not in HZ
K2-233 o,Aschwaden Prediction,8.826775,4.271050478,K2-233,10,4950,67.64,,5 banding 4,Not in HZ
K2-233 p,Aschwaden Prediction,9.415226667,4.458825949,K2-233,10,4950,67.64,,4 banding 3,Not in HZ
K2-233 q,Aschwaden Prediction,17.65355,6.779870021,K2-233,10,4950,67.64,,5 banding 2,Not in HZ
K2-233 r,Aschwaden Prediction,21.18426,7.656122353,K2-233,10,4950,67.64,,3 banding 1,Not in HZ
K2-239 e,Aschwaden Prediction,10.48,4.788956091,K2-239,14.549,3420,49,,2 banding 1,Not in HZ
