planet_name,semi_major_axis,star_distance,star_temperature,mag_v
LP 270-10 b,1750,34.3513,3568,13.77
LP 423-31,,18.88,,
LP 466-214 b,10000,64.0719,3051,18.83
LP 560-1 b,10.35,20.8212,3057,15.018
LP 623-40 b,4.32,18.3815,,
LP 704-48 Bb,0.286,30,2400,
LP 712-16 b,623,36.82,,14
LP 714-47 b,0.0417,52.7,3950,10
LP 754-21 b,4800,57.6801,3639,13.67
LP 791-18 b,0.00969,26.493,2960,16.9
LP 791-18 c,0.029392,26.493,2960,16.9
LP 791-18 d,,26.493,2960,16.9
LP 81-30 b,1512,27.34,,12
LP 883-372 b,2500,49.8027,3540,13.69
LP 890-9 b,0.01875,32.33,2850,18
LP 890-9 c,0.03984,32.33,2850,18
LP 933-24 (AB)b,9000,35.6446,3153,15.771
LP 944-20,,6.427,,
LP 961-51 b,5300,53.70936,3474,13.032
LRL 21460,,321,,
LRL 40013,,321,,
LRL 52142,,321,,
LRL 52542,,321,,
LRL 52749,,321,,
LRL 60032,,321,,
LRL 60101,,321,,
LRL 60119,,321,,
LRL 60203,,321,,
LRL 61451,,321,,
LRL 61953,,321,,
LRL 91235,,321,,
LSPM J0036+1821,,8.76,,
LSPM J0036+1821 b,0.78,8.76,,
LSPM J0055+5948 b,400,22.8,4623,
LSPM J0407+1911 (AB)b,16000,52.6295,3418,15.233
LSPM J0738+5254 b,530,47.0961,3201,
LSPM J1259+1001 b,345,42,2871,18.55
LSPM J1657+2448 b,1.198,13.98,2825,
LSPM J1831+4213 b,0.468,57.8277,2857,
LSPM J2052+0539 b,790,59.4065,3456,15.632
LSPM J2116+0234 b,0.0876,17.64,3475,11
LSPM J2214+2534 (AB)b,1200,50.89423,3254,14.509
LS-RCrA 1,,170,,
LSR J0602+3910,,10.6,,
LSR J1610-0040 b,0.6,29.88,2800,18.6
LSR J1835,,,,
LTT 11586 Ab,0.082527,11.6109,3494,11.8
LTT 1445 Ab,0.03813,6.9,3340,10.53
LTT 1445 Ac,0.0266,6.9,3340,10.53
LTT 1445 Ad,0.09,6.9,3340,10.53
LTT 9779 b,0.01679,80.6,5445,9.76
Luhman 16 A,3.67,1.998,,
Luhman 16 B,3.67,1.998,,
Lup 153927-344844,,150,,
Lup 154140-334518,,150,,
Lup 706,,200,,
Lupus-TR-3 b,0.0464,,5000,17.4
Luyten's Star b,0.091,3.8,3382,9.87
Luyten's Star c,0.036,3.8,3382,9.87
Luyten's Star d,0.712,3.8,3382,9.87
Luyten's Star e,0.849,3.8,3382,9.87
LX Lyn (AB)b,,261.55,4696.6,13.4
M15 X-2 b,0.00138,10400,32000,16.6
M62H b,0.004908,,,
MARSH10-4450,,119,,
MARVELS-10 b,0.71,210.24,6190,10.2
MARVELS-11 b,0.1,128.69,5980,9.9
MARVELS-12 b,0.85,477.01,5285,11.3
MARVELS-13 b,0.54,212.63,5525,12.2
MARVELS-16 b,0.2,115.66,5315,11
MARVELS-17 b,0.45,186.4,6090,10.5
MARVELS-18 b,0.51,434.91,6295,10.6
MARVELS-19 b,0.52,484.57,6270,9.5
MARVELS-4 b,0.09,218,5903,10.533
MARVELS-6 b,0.2673,219,5598,11.786
MARVELS-8 b,0.215,111.49,5540,10.3
MASCARA-1 b,0.043,188.7,7554,8.3
MASCARA-3 Ab,0.06971,96.79,6347,8.4
MASCARA-4 Ab,0.047,171.54,7800,8.19
MAXI J0911-655 b,0.00216,9500,,
MAXI J1957+032 b,0.00267,5000,,
Mayrit 1701117,,387,,
Mayrit 260182 b,4250,397.35,3981,14.02
MHOBD 3,,123.3,,
MHO-Tau-4,,125,,
MHO-Tau-5,,145,,
MHO-Tau-8 b,6,145,3288,17.95
MOA-2007-BLG-192L b,2,2160,,
MOA-2007-BLG-197L b,4.29,4170,,
MOA-2007-BLG-400L b,3.9,6890,,
MOA-2008-BLG-310L b,1.25,6000,,
MOA-2008-BLG-379L b,3,3600,,
MOA-2009-BLG-266L b,3.2,3040,,
MOA-2009-BLG-319L b,2,6100,,
MOA-2009-BLG-387L b,1.8,5700,,
MOA-2009-BLG-411L b,0.15,6900,,
MOA-2010-BLG-073L b,1.21,2800,,
MOA-2010-BLG-117 b,2.9,3400,,21.7
MOA-2010-BLG-328L b,0.92,810,,
MOA-2010-BLG-353L b,1.72,6430,,
MOA-2010-BLG-477L b,2.8,2300,,
MOA-2011-BLG-028L b,7.14,7380,,
MOA-2011-BLG-262L b,0.82,7490,,
MOA-2011-BLG-274 b,40,800,,
MOA-2011-BLG-291 b,1.4,7000,,
MOA-2011-BLG-293L b,1.1,7700,,
MOA-2011-BLG-322L b,3.6,7740,,
MOA-2012-BLG-006 b,10.2,5300,,
MOA-2012-BLG-505L b,1.12,7210,,
MOA-2013-BLG-220L b,3.03,6720,,
MOA-2013-BLG-605L b,4.2,3600,,
MOA-2014-BLG-472 b,0.96,7200,,
MOA-2015-BLG-337 a,0.24,7100,,
MOA-2015-BLG-337 b,0.24,7100,,
MOA-2016-BLG-227L b,1.64,6400,,
MOA-2016-BLG-231,,2850,,
MOA-2016-BLG-231 b,0.88,2850,,
MOA-2016-BLG-319L b,0.95,6800,,
MOA-2016-BLG-526 b,2.07,,,
MOA-2016-BLG-532 b,1.09,,,
MOA-2019-BLG-008L b,,2700,,
MOA-2019-BLG-421 b,2,7000,,
MOA-2020-BLG-135 b,1.11,7900,,
MOA-2020-BLG-208 b,2.88,7490,,
MOA-2022-BLG-249L b,1.63,2000,,
MOA-2022-BLG-563 b,2.25,6530,,
MOA-9y-5919,,5220,,
MOA-9y-770,,6950,,
MOA-bin-1L b,8.3,5100,,
MOA-bin-29,,6890,,
MOA-bin-29 b,1.13,6890,,
mu2 Oct Ab,5.02,44.3,6013.69,6.02
mu2 Sco b,242.4,169.5,21700,3.56
mu Ara b,1.5,15.3,5700,5.15
mu Ara c,0.09094,15.3,5700,5.15
mu Ara d,0.921,15.3,5700,5.15
mu Ara e,5.235,15.3,5700,5.15
mu Leo b,1.1,38.05,4538.2,3.88
mu Lup (AB)b,547.6,89.126,12050,
MWC 758 c,96,156,7314,8.27
NGC 2423 3 b,2.1,766,,9.45
NGC 6440 X-2 b,0.00255,8300,,
NGC 6652B b,0.00547,9464,,
NGTS-10 Ab,0.0143,,4400,14.3
NGTS-11 b,0.2,191.5,5050,
NGTS-11 c,,191.5,5050,
NGTS-12 b,0.0757,452,5690,12.4
NGTS-13 b,0.0549,657,5918,12.7
NGTS-14 Ab,0.0403,325.1,5187,13.2
NGTS-15 b,0.0441,791,5600,14.6
NGTS-16 b,0.0523,892,5550,14.4
NGTS-17 b,0.0391,1047,5650,14.3
NGTS-18 b,0.0448,1108,5610,14.5
NGTS-1 b,0.0326,224,3916,
NGTS-20 b,0.313,366.2,5980,11.2
NGTS-21 b,0.0236,641,4660,15.6
NGTS-23 b,0.0504,991,6057,14
NGTS-24 b,0.0479,723,5820,13.2
NGTS-25 b,0.0388,517,5321,14.3
NGTS-26 b,0.049,1107,5550,15
NGTS-27 b,0.0446,977,5700,13.5
NGTS-29 b,0.347,149.4,5730,10
NGTS-2 b,0.0584,360.3,6478,10.96
NGTS-30 b,0.408,233.9,5455,12.5
NGTS-3A b,0.023,1010,5570,14.6
NGTS-4 b,0.019,282.6,5143,13.14
NGTS-5 Ab,0.0382,309.5,4987,13.77
NGTS-6 Ab,0.016623018,311,4410,15
NGTS-7 Ab,0.0139,152.67,3359,15.5
NGTS-8 b,0.035,434.273,5241,13.68
NGTS-9 b,0.058,619.732,6330,12.8
NIRISS-NGC1333-10,,300,,
NIRISS-NGC1333-10 b,164,300,,
NIRISS-NGC1333-5,,300,,
NLTT 2274 Ab,483,30.7671,3303,14.29
NLTT 25473 b,,109.38,18500,16.76
NLTT 26746 b,660,40.63,3310,15.68
NLTT 31450 b,487,34.9227,3233,15.43
NLTT 35024 b,0.608,25.945,2837,18.34
NLTT 35024 c,24000,25.945,2837,18.34
NLTT 41135 b,0.024,22.7,3230,18
NLTT 51469 (AB)b,3834,46.6,3410,13.58
NLTT 5306 b,0.00263,77.9678,7756,
NLTT 730 b,5070,34.9227,3233,15.43
NN Ser (AB)c,5.38,500,,16.6
NN Ser (AB)d,3.39,500,,16.6
NN Ser (AB)e,6.43,500,,16.6
NSC J0040-2942 b,1095.379,42.4,2823,
NSC J0148-0357 b,1395.736,118.764,3343,
NSC J0200-1254 b,8486.735,232.455,4205,
NSC J0200-4707 b,1691.254,75.571,3577,
NSC J0205+0202 b,637.127,114.566,2900,
NSC J0231-0311 b,423.614,80.752,2900,
NSC J0435-3559 b,2555.901,106.729,3406,
NSC J0457-2300 b,933.096,54.984,3351,
NSC J0523-5655 b,706.547,54.37,3221,
NSC J1239-0054 b,377.062,42.767,3245,
NSV 1440 b,0.00148,1979,,14.9
NSVS 11868841 (AB)b,,676.53,5250,14.084
NSVS 1425 (AB) b,1.9,,42000,13.2
NSVS 1425 (AB) c,2.9,,42000,13.2
NSVS 2502726 (AB)b,3.69,229.038,4353,13.67
NSVS 7453183 (ABC)b,,311.603,4533,13.438
NSVS 7826147 (AB)b,3.957,518.549,29200,13.08
nu2 CMa b,1.761,19.75,4792,3.96
nu2 CMa c,2.143,19.75,4792,3.96
nu2 Lup b,0.0963,14.8,,5.65
nu2 Lup c,0.1717,14.8,,5.65
nu2 Lup d,0.424,14.8,,5.65
nu Oph b,1.79,46.8,4928,3.33
nu Oph c,5.931,46.8,4928,3.33
NY Vir (AB)b,3.39,,33000,13.3
NY Vir (AB)c,7.54,,33000,13.3
OGLE-2003-BLG-235L b,4,5260,,
OGLE-2005-BLG-071L b,3.6,3300,,
OGLE-2005-BLG-169L b,4,4100,,
OGLE-2005-BLG-390L b,2.1,6500,,
OGLE-2006-109L b,2.3,1510,,
OGLE-2006-109L c,4.5,1510,,
OGLE-2006-BLG-284 b,2.2,4000,,
OGLE-2007-BLG-349L (AB)b,2.59,2760,,
OGLE-2007-BLG-368L b,3.3,5900,,
OGLE-2008-BLG-092L Ab,15,7000,,
OGLE-2008-BLG-355L b,1.7,6800,,
OGLE-2009-BLG-151L,,390,,
OGLE-2009-BLG-151L b,0.31,390,,
OGLE-2011-BLG-0173L b,10,6200,,
OGLE-2011-BLG-0251L b,3.86,4090,,
OGLE-2011-BLG-0265L b,1.89,4380,,
OGLE-2011-BLG-0420L,,1990,,
OGLE-2011-BLG-0420L b,0.19,1990,,
OGLE-2012-BLG-0026L b,3.82,4080,,
OGLE-2012-BLG-0026L c,4.63,4080,,
OGLE-2012-BLG-0358L,,1760,,
OGLE-2012-BLG-0358L b,0.87,1760,,
OGLE-2012-BLG-0406L b,3.45,4970,,
OGLE-2012-BLG-0563L b,0.74,1300,5907,
OGLE-2012-BLG-0724L b,1.6,6700,,
OGLE-2012-BLG-0838 b,4.2,6620,,
OGLE-2012-BLG-0950L b,2.7,3000,5500,
OGLE-2012-BLG-1323,,,,
OGLE-2013-BLG-0102L b,0.8,3020,,17
OGLE-2013-BLG-0132L b,3.14,3900,,
OGLE-2013-BLG-0341L b,0.702,911,,
OGLE-2013-BLG-0578L b,1.16,1160,,
OGLE-2013-BLG-0911L b,10.8,3220,,
OGLE-2013-BLG-1721L b,2.6,6300,,
OGLE-2013-BLG-1761L b,1.8,6900,,17.3
OGLE-2014-BLG-0124L b,3.48,3600,,
OGLE-2014-BLG-0221L b,3.76,4000,,
OGLE-2014-BLG-0257L b,0.61,1250,,
OGLE-2014-BLG-0319 b,3.49,7730,,
OGLE-2014-BLG-0676L b,4.53,2670,,
OGLE-2014-BLG-1112L b,9.63,4840,,
OGLE-2014-BLG-1186L b,,1700,,
OGLE-2014-BLG-1722L b,1.9,6400,,
OGLE-2014-BLG-1722L c,2.5,6400,,
OGLE-2014-BLG-1760L b,1.75,6060,,
OGLE-2015-BLG-0051L b,0.73,8200,,16.4
OGLE-2015-BLG-0954L b,1.2,600,,
OGLE-2015-BLG-0966L b,2.4,2900,,
OGLE-2015-BLG-1319L b,0.245,5000,,
OGLE-2015-BLG-1649 b,2.07,4230,,
OGLE-2015-BLG-1670L b,3.2,6700,,
OGLE-2015-BLG-1771L b,0.85,7070,,
OGLE-2016-BLG-0263L b,6.5,6500,,
OGLE-2016-BLG-0596L b,,,,
OGLE-2016-BLG-0613L (AB) b,6.4,3410,,
OGLE-2016-BLG-0693L b,5,5000,,
OGLE-2016-BLG-0890 b,3.5,7400,,
OGLE-2016-BLG-1067L b,1.7,3730,,
OGLE-2016-BLG-1093L b,2.13,8120,,
OGLE-2016-BLG-1190L b,2.17,6770,,
OGLE-2016-BLG-1195L b,1.16,3910,,
OGLE-2016-BLG-1227 b,3.4,1210,,
OGLE-2016-BLG-1266L,,3050,,
OGLE-2016-BLG-1266L b,0.42,3050,,
OGLE-2016-BLG-1469L,,4500,,
OGLE-2016-BLG-1469L b,0.33,4500,,
OGLE-2016-BLG-1540,,,,
OGLE-2016-BLG-1598 b,2.5,5910,,
OGLE-2016-BLG-1635 b,1.34,,,
OGLE-2016-BLG-1800 b,1.88,6480,,
OGLE-2016-BLG-1850 b,1.46,,,
OGLE-2016-BLG-1928 b,,,,
OGLE-2017-BLG-0114 b,0.75,,,
OGLE-2017-BLG-0173L b,3.75,4700,,
OGLE-2017-BLG-0364 b,,7860,,
OGLE-2017-BLG-0373L b,,5900,,
OGLE-2017-BLG-0380,,2140,,
OGLE-2017-BLG-0380 b,,2140,,
OGLE-2017-BLG-0406 b,3.5,5200,,
OGLE-2017-BLG-0448 b,5.53,7790,,
OGLE-2017-BLG-0482 b,1.8,5800,,
OGLE-2017-BLG-0560,,,,
OGLE-2017-BLG-0604 b,4.06,3950,,
OGLE-2017-BLG-0614 b,4,6400,,
OGLE-2017-BLG-0640 b,1.14,6630,,
OGLE-2017-BLG-0896,,4000,,
OGLE-2017-BLG-1038,,6120,,
OGLE-2017-BLG-1038 b,0.68,6120,,
OGLE-2017-BLG-1049 b,3.92,5670,,
OGLE-2017-BLG-1099 b,2.73,7250,,
OGLE-2017-BLG-1140L b,1.02,7350,,
OGLE-2017-BLG-1237 b,,6030,,
OGLE-2017-BLG-1275 b,2.09,7690,,
OGLE-2017-BLG-1375 b,2.97,3790,,
OGLE-2017-BLG-1434L b,1.18,860,,
OGLE-2017-BLG-1522L,,990,,
OGLE-2017-BLG-1522L b,0.59,990,,
OGLE-2017-BLG-1691L b,2.46,7290,,
OGLE-2017-BLG-1806 b,1.75,6400,,
OGLE-2018-BLG-0271 b,0.6,7200,,
OGLE-2018-BLG-0298 b,2.86,6540,,
OGLE-2018-BLG-0360,3.6,6400,,
OGLE-2018-BLG-0383 b,1.8,7700,,
OGLE-2018-BLG-0506 b,3,5600,,
OGLE-2018-BLG-0516 b,2.2,7000,,
OGLE-2018-BLG-0532 b,1.083,790,,
OGLE-2018-BLG-0567L b,2.72,7070,,
OGLE-2018-BLG-0596 b,2.15,5900,,
OGLE-2018-BLG-0677L b,0.63,7700,,
OGLE-2018-BLG-0740L b,4.2,3200,,14
OGLE-2018-BLG-0799L b,1.38,6290,,
OGLE-2018-BLG-0932 b,1.75,6620,,
OGLE-2018-BLG-0962,3.57,6470,,
OGLE-2018-BLG-0977 b,2,6500,,
OGLE-2018-BLG-1011L b,1.8,7100,,
OGLE-2018-BLG-1011L c,0.8,7100,,
OGLE-2018-BLG-1119 b,4.06,5760,,
OGLE-2018-BLG-1126 b,3.23,5700,,
OGLE-2018-BLG-1185 b,1.537,7400,,
OGLE-2018-BLG-1212 b,1.68,1550,,
OGLE-2018-BLG-1269L b,4.61,2560,,
OGLE-2018-BLG-1367 b,1.21,5370,,
OGLE-2018-BLG-1428L b,3.3,6220,,
OGLE-2018-BLG-1489 b,3.5,6500,,
OGLE-2018-BLG-1544 b,6.21,6300,,
OGLE-2018-BLG-1647 b,1.36,,,
OGLE-2018-BLG-1700L b,2.8,7600,,
OGLE-2019-BLG-0033 b,0.585,3220,,
OGLE-2019-BLG-0249 b,1.84,,,
OGLE-2019-BLG-0299 b,2.8,7040,,
OGLE-2019-BLG-0304 b,1.23,6980,,
OGLE-2019-BLG-0362 b,2.7,5830,,
OGLE-2019-BLG-0468L b,3.29,4400,,
OGLE-2019-BLG-0468L c,2.77,4400,,
OGLE-2019-BLG-0551 b,,,,
OGLE-2019-BLG-0679 b,6.99,,,
OGLE-2019-BLG-0825 b,0.06,8000,,
OGLE-2019-BLG-0954L b,2.65,3630,,
OGLE-2019-BLG-0960 b,1.6,880,,
OGLE-2019-BLG-1053L b,3.4,6800,,
OGLE-2019-BLG-1180L b,5.19,6070,,
OGLE-2019-BLG-1470L (AB)b,3.1,6100,,
OGLE-2019-BLG-1492 b,2.7,5600,,
OGLE-2023-BLG-0836L (AB)b,3.7,5120,,
OGLE2-TR-L9 b,0.0404,1537,6933,
OGLE BLG-ECL-200302 (AB)b,2.788,,,15.95
OGLE-GD-ECL-11388 (AB)b,3.65,1612.38,30000,15.71
OGLE-TR-10 b,0.04162,1248,6075,15.78
OGLE-TR-111 b,0.047,1068.33,4800,16.96
OGLE-TR-113 b,0.0229,566.459,4588,16.08
OGLE-TR-132 b,0.0306,2012.62,6210,
OGLE-TR-182 b,0.051,2501.75,5924,16.84
OGLE-TR-211 b,0.051,1515.26,6325,
OGLE-TR-56 b,0.0225,2252,6050,16.6
ome Cen-B b,0.00441,4840,,
ome Cen-G b,0.005,4840,,
ome Cen-H b,0.0058,4840,,
ome Cen-K b,0.004577,4840,,
ome Cen-L b,0.00647,4840,,
ome Ser Ab,1.1,80.6,4770,5.21
omi CrB b,0.83,84,4749,5.51
omi UMa Ab,3.9,56.3,5242,3.35
Oph 11 b,243,145,2375,
Oph-T17,,130,,
Oph-T3,,130,,
OTS-44,,165,,
[OW94] 152-717,,450,,
OY Car b,6.18,,,12.2
Par-Lup3-1,,150,,
PDS 110 b,2,354.5,,10.4
PDS 70 b,22.7,113.43,4237,12.233
PDS 70 c,30.2,113.43,4237,12.233
pi1 Cnc C,880,20.5,5394.04,6.51
pi1 Cnc D,10.9,20.5,,
pi2 UMa b,0.87,78.5,4415,5.79
pi Men b,3.308,18.37,6037,5.67
pi Men c,0.06702,18.37,6037,5.67
pi Men d,,18.37,6037,5.67
PLIZ 28,,133.8,,
PLIZ 35,,133.8,,
PLZJ 100,,134,,
PLZJ 112,,134,,
PLZJ 21,,132,,
PLZJ 23,,134,,
PLZJ 323,,134,,
PLZJ 61,,137,,
PLZJ 93,,134,,
PM J17083-2548S (AB)b,9,,,13
Pollux b,1.69,10.34,4666,1.15
POTS-1 b,0.03734,,4400,17.94
PPL 15 b,0.02,142,,20
Pr 0201 b,,170,6174,10.33
Pr 0211 b,0.03184,170,,12.15
Pr 0211 c,5.8,170,,12.15
Proplyd 133-353,,388,,
Proxima Centauri b,0.04856,1.295,3050,11.13
Proxima Centauri d,0.02885,1.295,3050,11.13
psi1 Aqr Ab,0.7,45.9,4665,4.21
psi1 Dra Bb,4.43,22.16,6212,5.7
PSO J060.3+25,,145,,
PSO J077.1+24,,145,,
PSO J228.6-29,,140,,
PSO J229.2-26,,140,,
PSO J231.7-26,,140,,
PSO J231.8-29,,140,,
PSO J237.1-23,,145,,
PSO J239.7-23,,145,,
PSO J243.9+67,,26.6,,
PSO J316.1-09,,47,,
PSO J318.5-22,,24.6,,
PSR 1719-14 b,0.0044,1200,,
PSR B0329+54 b,10.26,,,
PSR B0943+10 b,1.8,,,
PSR B0943+10 c,2.9,,,
PSR B1257+12 b,0.19,710,,
PSR B1257+12 c,0.36,710,,
PSR B1257+12 d,0.46,710,,
PSR B1620-26 (AB)b,23,3800,,24
PSR B1802-07 b,0.008098,2700,,
PSR J0023+0923 b,0.00586,700,,
PSR J0023-7203J b,0.005378,4500,,
PSR J0024-7204I b,0.008246,4500,,
PSR J0024-7204O b,0.005826,4500,,
PSR J0024-7204P b,,4500,,
PSR J0024-7204R b,0.0036,,,
PSR J0251+2606 b,0.007596,960,,
PSR J0312-0921 b,0.00465,,,
PSR J0610-2100 b,0.009553,2240,,
"PSR J0636+5129	b",0.0036,500,,
PSR J0742+4110 b,0.0276,700,,
PSR J0952-0607 b,,6260,,
PSR J1124-3653 b,0.008275,1700,,
PSR J1211-0633 b,0.0116,1200,,
PSR J1301+0833 b,,1770,,
PSR J1311-3430 b,,3010,,
PSR J1317-0157 b,0.004391,2800,,
PSR J1446-4701 b,0.0093,1500,,
PSR J1502-6752 b,0.04,4200,,
PSR J1513-2550 b,0.00698,4000,,
PSR J1518+0204C b,0.004339,7500,,
PSR J1518+0204G b,0.005175,7500,,
PSR J1544+4937 b,0.00537,3500,,
PSR J1555-2908 b,0.0084,5700,,
PSR J1627+3219 b,0.007,,,
PSR J1630+3550 b,,1350,,
PSR J1641+3627E b,,,,
PSR J1641+8049 b,0.004395,4700,,
PSR J1653-0158 b,,870,,
PSR J1701-3006E b,0.0065,6900,,
PSR J1701-3006F b,0.007526,6900,,
PSR J1720-0534 b,,,,
PSR J1737-0314A b,0.00212,9300,,
PSR J1745+1017 b,,,,
PSR J1748-2021H,0.0111,8300,,
PSR J1748-2446ae b,0.006771,10300,,
PSR J1748-2446O b,0.008995,10300,,
PSR J1805+0615 b,0.01066,3900,,
PSR J1807-2459 A b,,2790,,
PSR J1810+1744 b,0.00566,2000,,
PSR J1824-2452G b,0.004875,5600,,
PSR J1824-2452J b,0.00465,5600,,
PSR J1824-2452L b,0.008162,5600,,
PSR J1824-2452M b,0.00854,5400,,
PSR J1824-2452N b,0.006478,5400,,
PSR J1836-2354A b,0.007595,3200,,
PSR J1853-0842A b,0.00618,4760,,
PSR J1908+2105 b,0.00616,2600,,
PSR J1911+0102A b,0.00596,7400,,
PSR J1928+1245 b,0.005825,6100,,
PSR J1953+1844E b,0.002445,4000,,
PSR J1953+1846A b,0.00694,4000,,
PSR J1959+2048 b,,2250,,
PSR J2017-1614 b,0.00535,1400,,
PSR J2047+1053 b,0.00537,2000,,
PSR J2051-0827 b,,1280,,
PSR J2052+1219 b,0.005659,4600,,
PSR J2055+3829 b,,4600,,
PSR J2214+3000 b,0.01226,1500,,
PSR J2234+0944  b,0.0123,1000,,
PSR J2241-5236 b,,500,,
PSR J2256-1024 b,0.0072,1300,,
PSR J2322-2650 b,0.0102,230,,
[PT2013] 1,,146,,
[PT2013] 2,,146,,
[PT2013] 3,,146,,
[PT2013] 4,,146,,
[PT2013] 5,,146,,
PZ Tel b,27,51.49,5338,8.43
Qatar-10 b,0.0286,539,6124,12.8
Qatar-1 b,0.02332,187,5013,12.84
Qatar-2 b,0.02153,182.32,4645,13.3
Qatar-3 Ab,0.03783,735.601,6207.39,12.88
Qatar-4 b,0.02861,,5215,13.6
Qatar-5 b,0.04127,,5747,12.82
Qatar-6 Ab,0.0423,101,5052,11.4
Qatar-7 b,0.0352,725,6387,13
Qatar-8 b,0.0474,276.7,5687,11.5
Qatar-9 b,0.0234,211.4,4309,14.1
QZ Lib b,,187.2,10500,
QZ Ser b,0.019,321.5,,17
RE J1255+266 b,0.00322,180,13000,
rho CrB b,0.2245,17.43,5822,5.4
rho Crb c,0.4206,17.43,5822,5.4
rho Crb d,0.827,17.43,5822,5.4
rho Crb e,0.1061,17.43,5822,5.4
rho Ind b,2.32,26.5,5636,6.06
RIK 72 b,,,3349,
Roque 12,,116.3,,
Roque 12 b,,116.3,,
Roque 13,,121,,
Roque 25,,134,,
Roque 7,,145,,
Ross 128 b,0.0496,3.3806,3192,11.15
Ross 19 b,9900,17.444,3481,12
Ross 458 (AB)b,1168,11.7,,9.76
Ross 508 b,0.053,11.2183,3071,13
ROXs 12 Ab,210,120,3850,15.5
ROXs 42B (AB)b,140,135,2200,14.27
RR Cae (AB) b,5.2,,,14.4
Ruiz 207-61,,24,,
RX J1511.6-3249B b,2920,157,4154.74,12.55
RX J1608.9-3905 Ab,7542,154.811481,4715.22,10.88
RX J1832-33 b,0.0044,9600,,18.9
S1429 b,0.384,870,6000,12.8
Sand 178 b,,58.8285,3520,14
SAX J1808.4-3658 b,0.00424,3500,,16.51
SBSS 1108+574 b,0.00193,290,12000,
[SCH06] J0359+2009,,117.76,,
[SCH06] J0359+2009 b,572,117.76,,
Scholz's Star b,2.173,6.8,2407,
ScoPMS 42b b,615,133.486,3433,
SCR J0959-3007 b,1165,,,
SCR J1845-6357 b,4.5,3.85,2650,17.4
SDSS J0000+2554,,15.5,,
SDSS J0129+3842 b,0.001425,509.373,14110,
SDSS J0247-1631,,,,
SDSS J0247-1631 b,3.8,,,
SDSS J0351+4810,,35,,
SDSS J0351+4810 b,3.8,35,,
SDSS J0423-0414,,15.2,,
SDSS J0423-0414 b,2.45,15.2,,
SDSS J080531+481233 A,,21.3756,,
SDSS J080531+481233 B,0.82,21.3756,,
SDSS J0902+3819 b,0.00191,446.159,14000,
SDSS J0909+6525,,,,
SDSS J0909+6525 b,29,,,
SDSS J0926+3624 b,,548,17000,19
SDSS J0926+5847,,23,,
SDSS J0926+5847 b,1.8,23,,
SDSS J0931+2802 b,37,31.98,,
SDSS J1021-0304,,29.7,,
SDSS J1021-0304 b,7.2,29.7,,
SDSS J1035+0551 b,0.00288,195,10100,18.8
SDSS J1039+3256,,33.33,,
SDSS J1039+3256 b,34,33.33,,
SDSS J1052+4422,,26.1,,
SDSS J1052+4422 b,1.84,26.1,,
SDSS J1057+2759 b,0.00292,367,13300,
SDSS J1110+0116,,19.19,940,
SDSS J1205-0242 b,0.002,720,23680,19
SDSS J1208+3550 b,0.00213,207.615,12000,
SDSS J1212+0136 b,0.00264,120,9500,
SDSS J1228+1040 b,0.0034,126.73,,17
SDSS J1240-0159 b,0.001176,395,17000,
SDSS J1411+2009 b,,177,13000,
SDSS J1416+1348,,22.1,,
SDSS J1416+1348 b,83.7,22.1,,
SDSS J1433+1011 b,,,13200,
SDSS J1435+1129,,27.47,,
SDSS J1435+1129 b,4,27.47,,
SDSS J1435+3733 (AB)b,3.42,183.17,,17.127
SDSS J1439+3042,,,,
SDSS J1439+3042 b,45,,,
SDSS J1507+5230 b,0.00248,210,11000,
SDSS J1511+0607,,28,,
SDSS J1511+0607 b,3.4,28,,
SDSS J1534+1615,,36.2,,
SDSS J1534+1615 b,5.3,36.2,,
SDSS J1604+1000 b,0.004,7890,,17
SDSS J1730+5545 b,0.00139,1232.4,12700,
SDSS J2047-0718,,29,,
SDSS J2052-1609,,29.6,,
SDSS J2052-1609 b,5,29.6,,
SDSS J2225+0016 b,207,,10926,
SDSS J2249+0044,,54,,
SDSS J2249+0044 b,17,54,,
Ser-emb 16,,440,,
SI2M-37,,147,,
Siegler 6 b,1.8,28,,
sig Per b,1.8,108.3,4367,4.36
SIMP J0136+09,,6.109,,
SIMP J1501-0135,,49,,
SIMP J1501-0135 b,47,49,,
SIMP J1619+0313,,22,,
SIMP J1619+0313 b,15.4,22,,
SIMP J2154-1055,,9.3,,
SIPS J0058-0651,,32,,
SIPS J0539-0059,,12.73,,
SIPS J0641-4322,,19.54,,
SIPS J0847-1532,,17.39,,
SMSS J1606-1000 b,,107.87,,18
SN2003aw b,0.001216,100,11000,20.4
SOI-1 b,0.014,,,
SOI-2 b,,,,
SOI-3 b,,,,
SOI-4 b,,,,
SOI-5 b,,,,
SOI-6 b,,,,
SOI-7 b,,,,
SOI-8 b,,,,
SONYC-Lup3-7,,200,,
SONYC NGC 1333-36,,300,,
SONYC NGC 1333-42,,300,,
SONYC NGC 1333-43,,300,,
S Ori 20,,352,,
S Ori 25,,352,,
S Ori 27,,352,,
S Ori 28,,352,,
S Ori 30,,352,,
S Ori 31,,352,,
S Ori 32,,352,,
S Ori 36,,352,,
S Ori 42,,352,,
S Ori 45,,442,,
S Ori 47,,352,,
S Ori 50,,352,,
S Ori 51,,385,,
S Ori 53,,352,,
S Ori 60,,352,,
S Ori 62,,352,,
S Ori 68,1700,362.33,,
