planet_name,semi_major_axis,star_distance,star_temperature,mag_v
K2-180 b,0.0753,204.51,5358,12.6
K2-181 b,0.0706,364.82,5608,
K2-182 b,0.0526,155.9,5165,
K2-183 b,0.0116,329.041,5436.47,12.85
K2-183 c,0.0932,329.041,5436.47,12.85
K2-183 d,0.1527,329.041,5436.47,12.85
K2-183 e,0.0318,329.041,5436.47,12.85
K2-184 b,0.1229,75.79,5220,
K2-185 b,,268.357,5788,12.21
K2-185 c,0.2696,268.357,5788,12.21
K2-186 b,,333.84,5784,
K2-187 b,0.0164,333.51,5484,
K2-187 c,0.0392,333.51,5484,
K2-187 d,0.072,333.51,5484,
K2-187 e,0.1106,333.51,5484,
K2-188 b,0.0289,452.9,5977,
K2-188 c,0.0785,452.9,5977,
K2-189 b,0.0361,243.93,5519,
K2-189 c,0.068,243.93,5519,
K2-18 b,0.1429,38.07,3457,13.5
K2-18 c,0.06,38.07,3457,13.5
K2-190 b,,161.42,5631,
K2-190 c,,161.42,5631,
K2-191 b,,289.57,5176,
K2-192 b,0.049,223.99,5222,
K2-193 b,0.1184,416.91,5817,
K2-194 b,,640.65,5979,
K2-195 b,0.1208,317.83,5713,
K2-195 c,,317.83,5713,
K2-196 b,,594.09,6045,
K2-197 Ab,0.0806,249.59,5667,
K2-198 b,0.09083,110.91,5212.9,11
K2-198 c,0.03077,110.91,5212.9,11
K2-198 d,0.05234,110.91,5212.9,11
K2-199 b,0.0382,107.97,4648,
K2-199 c,0.0662,107.97,4648,
K2-19 b,0.074,292.14,5430,12.806
K2-19 c,0.0971,292.14,5430,12.806
K2-19 d,0.0344,292.14,5430,12.806
K2-200 Ab,,185.09,5233,
K2-2016-BLG-0005L b,4.18,5200,,
K2-201 b,,199.05,5507,
K2-201 c,,199.05,5507,
K2-202 b,,302.99,5491,
K2-203 b,,166.93,5000,
K2-204 b,,586.87,5755,
K2-205 b,,409.95,5890,
K2-206 Ab,,244.443,5066,13.08
K2-207 b,,366.84,5522,
K2-208 b,,258.76,5582,
K2-209 b,,76.67,4720,
K2-210 b,,177.39,5396,
K2-211 b,,272.297,5187.94,13.07
K2-212 b,0.0785,109.32,4272,
K2-213 b,,394.05,5794,
K2-214 b,0.0834,303.28,5854,
K2-215 b,,408.67,5704,
K2-216 b,0.028,115.84,4503,12.48
K2-217 b,,386.01,5967,
K2-218 Ab,,394.083,5710,12.92
K2-219 b,,328.42,5753,
K2-219 c,,328.42,5753,
K2-219 d,,328.42,5753,
K2-21 b,0.076,83.85,4222.06,12.85
K2-21 c,0.107,83.85,4222.06,12.85
K2-220 b,0.1104,234.92,5660,
K2-221 b,,321.63,5716,
K2-222 b,0.1211,101.59,6058,
K2-223 b,0.0127,201.1,5835,
K2-223 c,0.0549,201.1,5835,
K2-224 b,0.0516,277.7,5620,
K2-224 c,0.0886,277.7,5620,
K2-225 b,0.134,360.3,5742,
K2-226 b,0.0413,211.2,5424,
K2-227 b,,188.22,5673,
K2-228 Bb,0.0338,142.4,4715,
K2-229 b,0.0131,103.8,5315,
K2-229 c,0.0769,103.8,5315,
K2-229 d,0.182,103.8,5315,
K2-22 Ab,0.0088,245.53,3830,17
K2-230 b,0.0409,548.9,5945,
K2-231 b,,295,5695,12.7
K2-232 Ab,0.10356,131.21,6154,9.8
K2-233 b,0.03317,67.64,4950,10
K2-233 c,0.06687,67.64,4950,10
K2-233 d,0.1527,67.64,4950,10
K2-236 b,0.1493,182.69,6069,10.15
K2-237 b,0.0353,309.5,6099,11.6
K2-238 b,0.046,453,5630,13.75
K2-239 b,0.0441,49,3420,14.549
K2-239 c,0.0576,49,3420,14.549
K2-239 d,0.0685,49,3420,14.549
K2-240 b,0.0513,70,3810,13.92
K2-240 c,0.1159,70,3810,13.92
K2-241 b,0.1567,149.6,5262,
K2-242 b,0.0494,109.6,3459,
K2-243 b,0.1087,269.2,6570,
K2-243 c,0.1817,269.2,6570,
K2-244 b,0.1418,214,5677,
K2-245 Ab,0.0959,463.4,5793,
K2-246 b,0.0602,723.1,5610,
K2-247 Ab,0.0304,260.2,4667,
K2-247 Ac,0.0615,260.2,4667,
K2-248 b,0.0699,410.5,5528,
K2-249 b,0.1151,528.3,6504,
K2-24 b,0.1673,170.5,5726,11.648
K2-24 c,0.262,170.5,5726,11.648
K2-250 b,0.0459,417.6,5172,
K2-251 b,0.0694,147.7,3717,
K2-252 b,0.1041,229.9,5152,
K2-253 b,0.0506,901.8,6027,
K2-254 b,0.0448,229.4,4629,
K2-254 c,0.0923,229.4,4629,
K2-255 b,0.0274,192.4,4676,
K2-257 b,0.0216,64.1,3725,
K2-258 b,0.149,675.2,6351,
K2-259 b,0.1271,422.1,6059,
K2-25 b,,45.01,3180,15.88
K2-260 Ab,0.0404,676.32,6367,12.69
K2-261 b,0.102,214.58,5537,10.6
K2-263 b,0.2573,163.23,5368,11.6
K2-264 b,0.05023,187,3660,
K2-264 c,0.11283,187,3660,
K2-265 Ab,0.03376,139.22,5477,11.1
K2-266 Ab,0.01306,77.5586,4362,
K2-266 Ac,0.0679,77.5586,4362,
K2-266 Ad,0.1035,77.5586,4362,
K2-266 Ae,0.1249,77.5586,4362,
K2-267 Ab,0.07229,376,6189,11.4
K2-268 b,0.0308,331.46,5068,
K2-268 c,0.0819,331.46,5068,
K2-268 d,,331.46,5068,
K2-268 e,,331.46,5068,
K2-268 f,,331.46,5068,
K2-269 b,0.0531,362.07,6209,
K2-26 b,0.0962,99.33,3785,13
K2-270 b,0.0247,283.53,4877,
K2-270 c,0.0497,283.53,4877,
K2-271 b,0.077,571.47,5644,
K2-272 b,0.1081,426.57,5419,
K2-273 b,0.0974,310.6,5200,
K2-274 b,0.1064,232.82,5065,
K2-275 Ab,0.04,123.438,4783.55,12.06
K2-275 Ac,0.075,123.438,4783.55,12.06
K2-276 b,0.1291,489.88,5139,
K2-277 b,0.0675,113.53,5741,
K2-278 b,0.0488,804.13,6747,
K2-279 b,0.067,183.8,5558,
K2-27 Bb,0.06702,249.645,5231,12.64
K2-280 b,0.1488,396.9,5742,12.5
K2-281 b,0.0773,466.11,4812,
K2-282 b,0.0499,496.289,5317,14.04
K2-282 c,0.0152,496.289,5317,14.04
K2-282 d,0.1725,496.289,5317,14.04
K2-283 b,0.0291,408.24,5060,
K2-284 b,0.04771,107.6,4140,13.3
K2-285 b,0.03817,155.65,4975,12.03
K2-285 c,0.0824,155.65,4975,12.03
K2-285 d,0.1178,155.65,4975,12.03
K2-285 e,0.18041,155.65,4975,12.03
K2-286 b,0.1768,76.32,3926,12.8
K2-287 b,0.1206,159.05,5695,11.4
K2-288 Bb,0.164,65.6138,3341,
K2-289 b,0.107,270.7,5529,
K2-28 b,0.0214,63.11,3214,
K2-290 Ab,0.0923,272.909,6302,10
K2-290 Ac,0.305,272.909,6302,10
K2-291 b,0.03261,90.29,5520,10
K2-292 b,0.13,114.29,5725,9.9
K2-293 b,0.1,396.64,5532,
K2-294 b,0.036,377.04,5612,
K2-295 b,0.0451,225.7,4444,13.95
K2-296 b,,159.98,,
K2-297 b,,254.88,,
K2-298 b,0.035,441.94,5053,
K2-299 b,,369.888,5759,13.12
K2-299 c,0.01859,369.888,5759,13.12
K2-299 d,0.11837,369.888,5759,13.12
K2-29 Ab,0.04217,178.475,5387.06,12.56
K2-300 b,,161.365,3489,
K2-301 b,,451.769,4055,16.74
K2-301 c,0.00841,451.769,4055,16.74
K2-302 b,0.0203,109.888,3467,
K2-302 c,0.00862,109.888,3467,
K2-302 d,0.024,109.888,3467,
K2-303 b,,317.2,,
K2-303 c,,317.2,,
K2-304 b,,418.395,5171,14.42
K2-304 c,0.0553,418.395,5171,14.42
K2-305 b,,611.804,5915,13.35
K2-306 b,,285.61,5079,13.55
K2-307 b,,320.07,6004,12.49
K2-307 c,0.15886,320.07,6004,12.49
K2-308 b,,,6100,15
K2-309 Ab,0.1716,108.5,4970,10.1
K2-309 Ac,0.0839,108.5,4970,10.1
K2-309 Ad,0.1101,108.5,4970,10.1
K2-309 Ae,0.2667,108.5,4970,10.1
K2-30 b,0.04839,336.26,5425,13.5
K2-310 b,0.098,336.25,4581,14.8
K2-310 c,0.28,336.25,4581,14.8
K2-311 b,4.5,560,4898,
K2-314 b,0.047,324.7,5430,11.4
K2-314 c,0.13,324.7,5430,11.4
K2-314 d,0.22,324.7,5430,11.4
K2-315 b,0.0234,56.9686,3300,18
K2-316 b,0.0147,112.84,3436,
K2-316 c,0.0582,112.84,3436,
K2-317 b,0.0542,177.08,3387,
K2-318 b,0.0911,148.49,3851,
K2-319 Ab,0.1516,210.56,5440,
K2-31 Ab,0.022,110.527,5340,10.8
K2-320 b,0.0142,109.07,3157,
K2-321 b,0.041,77.86,3855,
K2-322 b,0.0594,123.86,4141,
K2-323 b,0.1275,118.72,3710,
K2-324 b,0.0331,137.18,3752,
K2-325 b,0.0419,111.98,3287,
K2-326 b,0.0198,284.58,3924,
K2-327 b,0.0349,134,3648,
K2-328 b,0.0296,577.6,4520,15.02
K2-329 Ab,0.1016,230.4,5282,12.7
K2-32 Ab,0.08035,158.39,5315,12.31
K2-32 Ac,0.1399,158.39,5315,12.31
K2-32 Ad,0.1862,158.39,5315,12.31
K2-32 Ae,0.04951,158.39,5315,12.31
K2-330 b,0.1205,160.125,6232,9.61
K2-331 b,0.09,211.43,5994,11.3
K2-331 c,0.163447,211.43,5994,11.3
K2-332 b,0.08597,123.202,3315,
K2-333 b,0.1201,,6177,11.56
K2-334 b,0.06439,371.823,6224,11.04
K2-335 b,0.11168,557.993,6222,12.556
K2-336 b,0.1426,239.289,5424,12.73
K2-337 b,0.1231,421.636,5869,12.41
K2-338 b,0.04188,156.951,4558,13.45
K2-339 b,0.12833,360.36,4857,14.66
K2-33 b,0.0409,139.8,3540,16
K2-340 b,0.18345,738.136,5532,14.3
K2-341 b,0.2142,421.408,5817,12.6
K2-342 b,0.10044,208.357,5920,11.34
K2-343 b,0.03057,166.169,3804,16.01
K2-343 c,0.06,166.169,3804,16.01
K2-344 b,,75.1691,4374,13.444
K2-345 b,0.07673,162.408,3779,15.606
K2-346 b,0.154,105.58,4801,
K2-347 b,0.063488,320.336,4599,15.21
K2-348 b,0.05154,201.856,5077,12.56
K2-348 c,0.09937,201.856,5077,12.56
K2-349 b,0.06915,453.567,4385,14.4
K2-34 b,0.0426,352.34,6071,11.5
K2-350 b,0.0503,489.368,5789,13.46
K2-350 c,0.1432,489.368,5789,13.46
K2-351 b,0.07755,694.734,5769,14.15
K2-352 b,,,,11
K2-352 c,,,,11
K2-352 d,,,,11
K2-353 b,0.116,268.515,5698,12.28
K2-354 b,,90.937,3669,15.3
K2-355 b,0.0632,500.497,5790,13.68
K2-356 b,0.1599,355.54,5568,13.297
K2-357 b,0.145,517.687,5794,13.626
K2-358 b,0.0863,480.307,5650,13.768
K2-359 b,0.01536,706.391,5382.73,14.339
K2-35 b,0.031,254.43,4402.71,
K2-35 c,0.055,254.43,4402.71,
K2-360 b,0.018,232.1,5711.17,11.8
K2-361 b,0.013596,561.929,5627,14
K2-361 c,0.1015,561.929,5627,14
K2-362 b,0.01606,624.512,5620,13.936
K2-363 b,0.0118,150.124,3506,
K2-365 b,0.1503,187.222,5568,11.37
K2-366 b,0.1207,185.947,5601,12.49
K2-367 b,,176.965,4348,13.803
K2-368 b,0.052109,206.608,4663,13.6
K2-368 c,0.131675,206.608,4663,13.6
K2-368 d,0.080477,206.608,4663,13.6
K2-369 b,0.0586,185.55,5682,11.79
K2-36 Bb,0.0223,109.749,4772.39,11.8
K2-36 Bc,0.054,109.749,4772.39,11.8
K2-370 b,0.0321,144.2,5377,11.11
K2-371 b,0.0297,442.813,4925,14.64
K2-372 b,0.0857,463.88,5479,13.6
K2-373 b,0.1087,229.567,5980,10.47
K2-374 b,0.0494,359.439,5786,12.8
K2-374 c,0.117,359.439,5786,12.8
K2-375 b,0.1206,696.1,5826,13.04
K2-376 b,0.0608,161.61,6044,10.42
K2-377 b,0.0975,195.149,4314,14.05
K2-378 b,0.0442,687.973,4823,15.79
K2-379 b,0.1256,182.207,4603,13.21
K2-37 b,0.0511,180.86,5413,12.52
K2-37 c,0.0654,180.86,5413,12.52
K2-37 d,0.1103,180.86,5413,12.52
K2-380 b,0.0953,249.303,5911,
K2-381 b,0.11306,145.701,4473,13
K2-381 c,0.07,145.701,4473,13
K2-381 d,0.159237,145.701,4473,13
K2-382 b,0.1577,278.412,5452,12.98
K2-383 b,0.0307,203.788,5129,12.68
K2-384 b,,82.6603,3623,
K2-384 c,,82.6603,3623,
K2-384 d,,82.6603,3623,
K2-384  e,,82.6603,3623,
K2-384 f,,82.6603,3623,
K2-385 b,0.03596,420.819,4844,14.64
K2-386 b,0.07255,428.785,5749,13.166
K2-387 b,0.1523,266.318,3572,16.22
K2-388 b,0.0633,290.495,5367,12.82
K2-389 b,0.0762,259.208,5782,11.71
K2-389 c,0.1378,259.208,5782,11.71
K2-38 b,0.04994,192.69,5705,11.4
K2-38 c,0.0964,192.69,5705,11.4
K2-390 b,0.0402,456.122,5558,13.57
K2-391 b,0.0495,507.94,5543,
K2-392 b,0.1143,406.985,5726,12.82
K2-393 b,0.0895,265.914,5678,11.84
K2-394 b,0.05048,98.0152,4197,21.71
K2-395 b,0.0548,286.727,5007,14.67
K2-395 c,0.0801,286.727,5007,14.67
K2-396 b,0.0148,274.864,5236,13.24
K2-396 c,0.1681,274.864,5236,13.24
K2-397 b,0.0447,199.354,5387,11.833
K2-398 b,0.0664,606.992,5946,13.15
K2-398 c,0.1362,606.992,5946,13.15
K2-39 b,0.062,310.14,4881,10.83
K2-3 b,0.0775,45,3896,12.17
K2-3 c,0.1405,45,3896,12.17
K2-3 d,0.2086,45,3896,12.17
K2-400 b,0.0347,62.3804,3578,15.13
K2-401 b,0.05857,200.727,4328,14.2
K2-402 b,0.1283,523.055,5716,
K2-403 b,0.1879,246.599,5511,12.36
K2-404 b,,121.63,3748,14.56
K2-405 b,0.045,197.234,4927,12.86
K2-406 Ab,0.15678,85.3751,5666,9.46
K2-407 b,0.05445,218.376,5563,12.19
K2-407 c,0.08267,218.376,5563,12.19
K2-408 b,0.139,162.306,5335,11.94
K2-409 b,0.02893,431.031,5644,12.76
K2-411 b,0.0511,296.219,5711,12.3
K2-412 b,0.0586,654.085,5590,15.7
K2-413 b,0.0117,292.52,4116,
K2-413 c,0.0426,292.52,4116,
K2-414 b,0.0487,260.036,4343,14.3
K2-414 c,0.0552,260.036,4343,14.3
K2-415 b,0.027,21.8043,3173,12
K2-416 b,0.069,,,
K2-417 b,0.065,,,
K2-418 b,0.124,121.97,5868,10.2
K2-419 Ab,0.1208,263.8,3711,16.58
K2-42 b,0.0617,401.36,4613,
K2-43 b,0.0201,183.48,3840.6,15.6
K2-43 c,0.0148,183.48,3840.6,15.6
K2-44 b,,483.19,5912,12.5
K2-45 b,0.0224,502.34,4103,
K2-46 b,0.13821,454.93,6256,
K2-47 b,0.1779,353.38,5054,
K2-48 b,0.1344,316.61,4899,
K2-49 b,0.0309,463.06,4175,
K2-4 b,0.078,231.828,4120,14.85
K2-50 b,0.0705,259.33,,
K2-50 c,,259.33,,
K2-52 b,0.054,1041.7,7147,
K2-53 b,0.098,139.1,5263,
K2-54 Bb,0.0671,175.84,3996,
K2-55 b,0.03486,160.26,4456,13.6
K2-57 b,0.0746,266.23,4434,
K2-58 b,0.0692,182.69,5413,
K2-58 c,0.035,182.69,5413,
K2-58 d,0.1517,182.69,5413,
K2-59 b,0.1354,314.09,5055,
K2-59 c,0.0905,314.09,5055,
K2-5 b,0.0532,202.943,4066,14.91
K2-5 c,0.0818,202.943,4066,14.91
K2-60 b,0.045,498.7,5500,
K2-61 b,0.0392,410.35,6293,
K2-62 b,0.0636,112.83,4880,
K2-62 c,0.1148,112.83,4880,
K2-63 b,0.1627,524.41,6771,
K2-63 c,0.189,524.41,6771,
K2-64 b,0.0619,506.87,5312,
K2-65 b,0.1014,78.06,5213,
K2-66 b,0.05983,520.43,5887,11.71
K2-68 b,0.0708,169.47,4746,
K2-69 b,0.0591,181.63,4127,
K2-6 b,0.1898,319.59,5692,12.66
K2-70 b,0.1112,234.47,5622,
K2-71 b,0.0559,153.86,4006,
K2-72 b,0.04,66.56,3360.47,
K2-72 c,0.078,66.56,3360.47,
K2-72 d,0.05,66.56,3360.47,
K2-72 e,0.106,66.56,3360.47,
K2-73 b,0.07619,271.27,5922,
K2-74 b,0.1402,381.85,6060,
K2-75 b,0.081,570.86,5995,
K2-75 c,0.1429,570.86,5995,
K2-77 b,,142.31,4970,12.158
K2-79 b,0.0987,257.9,5926,
K2-7 b,0.1814,738.553,5699,13.2
K2-80 b,0.135,201.96,5441,
K2-80 c,0.0596,201.96,5441,
K2-80 d,,201.96,5441,
K2-81 b,0.059,254.14,4674.13,
K2-83 b,0.03014,125.98,3910,
K2-83 c,0.07131,125.98,3910,
K2-84 b,0.0665,287.23,5652,
K2-84 c,0.1768,287.23,5652,
K2-85 b,0.01263,97.49,4268,
K2-86 b,0.077,260.61,5482,
K2-87 b,0.094,503.6,5747,
K2-88 b,0.0345,110.91,3537,
K2-89 b,0.01462,86.25,3691,
K2-8 b,0.0856,407.93,4846,14.384
K2-8 c,0.0532,407.93,4846,14.384
K2-90 b,0.096,134.9,4484,
K2-90 c,0.035,134.9,4484,
K2-91 b,0.0164,62.69,3622,
K2-95 b,0.0696,180.63,3548,17.1
K2-97 b,0.086,869.76,4717,
K2-98 b,0.0974,526.31,6172,12.166
K2-99 b,0.153,522.29,6217,11.149
K2-99 c,1.43,522.29,6217,11.149
K2-9 b,0.091,82.9631,3528,
kappa And b,100,50,11361,4.14
kappa CrB b,2.6,31.1,4960,4.79
KELT-10 b,0.0525,183,5948,10.8
KELT-11 Ab,0.06229,98,5370,8
KELT-12 b,0.0617,360,6330,10.66
KELT-15 b,0.04613,201,6003,11.44
KELT-16 b,0.02044,365,6236,11.9
KELT-17 b,0.04881,210,7454,9.29
KELT-18 Ab,0.04573,311,6670,10.1
KELT-19 Ab,,255,7500,
KELT-1 Ab,0.02472,263,6516,10.63
KELT-20 b,0.0542,,8981,7.58
KELT-21 Ab,0.0536,415,7598,10.5
KELT-22 Ab,0.0248,232.98,5700,11.3
KELT-23 Ab,0.03523,125.42,5899,10.4
KELT-25 b,0.0681,442.7,8280,9.63
KELT-2 Ab,0.05498,128.9,6148,8.7
KELT-3 Ab,0.04117,210.252,6518,9.8
KELT-4 Ab,0.04321,211,6207,9.98
KELT-6 b,0.0747,,6272,10.38
KELT-6 c,2.39,,6272,10.38
KELT-7 b,0.0446,129,6789,8.54
KELT-8 b,0.04571,236,5754,10.83
KELT-9 Ab,0.03368,204.455,10170,7.59
Kelu-1 b,6.4,20.39,2020,
Kepler-1000 b,,925,6453,
Kepler-1001 b,,1009,5491,
Kepler-1001 c,,1009,5491,
Kepler-1002 Ab,0.0564,427.83,6180,11.82
Kepler-1003 b,,873,6109,
Kepler-1004 b,,1080,4972,
Kepler-1005 b,,515,5782,
Kepler-1006 b,,496,5328,
Kepler-1007 b,,365,4587,
Kepler-1008 Ab,0.0951,282.565,5066.94,13.59
Kepler-1009 b,,281,4027,
Kepler-100 b,,307.34,5825,
Kepler-100 c,,307.34,5825,
Kepler-100 d,,307.34,5825,
Kepler-100 e,0.31,307.34,5825,
Kepler-1010 b,,610,5253,
Kepler-1011 b,,860,5416,
Kepler-1012 b,,420,5556,
Kepler-1013 b,,433,4954,
Kepler-1014 b,,672,5388,
Kepler-1015 b,,932,6769,
Kepler-1016 b,,1239,5821,
Kepler-1016 c,,1239,5821,
Kepler-1017 b,,554,5473,
Kepler-1018 b,,894,5518,
Kepler-1019 Ab,0.0221,194.182,4205.32,13.88
Kepler-101 b,0.0474,953.44,5667,
Kepler-101 c,0.0684,953.44,5667,
Kepler-1020 b,,446,5227,
Kepler-1021 b,,837,5431,
Kepler-1022 b,,455,4445,
Kepler-1023 b,,686,5494,
Kepler-1024 b,,1017,5143,
Kepler-1025 b,,716,6089,
Kepler-1026 b,,389,4948,
Kepler-1027 b,,291,5436,
Kepler-1028 b,,633,5522,
Kepler-1029 b,,422,5030,
Kepler-102 b,0.055,108.13,4909,11.492
Kepler-102 c,0.067,108.13,4909,11.492
Kepler-102 d,,108.13,4909,11.492
Kepler-102 e,0.117,108.13,4909,11.492
Kepler-102 f,0.165,108.13,4909,11.492
Kepler-1030 b,,795,4983,
Kepler-1031 b,,741,6011,
Kepler-1032 b,,607,4647,
Kepler-1033 b,,1425,5547,
Kepler-1034 b,,706,5198,
Kepler-1035 Ab,0.0386,562.116,5753.5,13.1
Kepler-1036 b,,507,5533,
Kepler-1037 b,,451,5105,
Kepler-1038 b,,584.136,5238,
Kepler-1038 c,0.0692,584.136,5238,
Kepler-1039 b,,324,4870,
Kepler-103 b,0.133,501.93,5845,12.287
Kepler-103 c,0.6679,501.93,5845,12.287
Kepler-1040 Ab,0.6559,482.119,5694,13.61
Kepler-1041 b,,979,5957,
Kepler-1042 b,,659,4815,
Kepler-1043 b,,838,5629,
Kepler-1044 b,,1507,5985,
Kepler-1045 b,,971,5301,
Kepler-1046 b,,518,5913,
Kepler-1047 b,,566,5754,
Kepler-1047 c,,566,5754,
Kepler-1048 b,,415,4651,
Kepler-1049 b,,129,3864,
Kepler-104 Ab,0.09286,400.785,5921,
Kepler-104 Ac,0.15088,400.785,5921,
Kepler-104 Ad,0.2542,400.785,5921,
Kepler-1050 b,,555,6010,
Kepler-1050 c,,555,6010,
Kepler-1051 b,,1021,6675,
Kepler-1052 b,,1051,5888,
Kepler-1053 b,,171,4529,
Kepler-1054 b,,1050,6209,
Kepler-1055 b,,422,5723,
Kepler-1056 b,,971,6127,
Kepler-1057 b,,1462,5987,
Kepler-1058 Ab,0.3679,525,4644,15.87
Kepler-1059 b,,673,4906,
Kepler-105 b,0.066,465.33,5827,
Kepler-105 c,0.072,465.33,5827,
Kepler-1060 b,,861,5797,
Kepler-1061 b,,585,6067,
Kepler-1062 b,,388,4597,
Kepler-1063 Ab,0.1176,365,5945,13.04
Kepler-1064 b,,374,5153,
Kepler-1065 b,,1078,5635,
Kepler-1065 c,,1078,5635,
Kepler-1066 b,,399,5762,
Kepler-1067 b,,667.693,5461,14.395
Kepler-1067 c,0.0601,667.693,5461,14.395
Kepler-1068 b,,1532,5806,
Kepler-1069 b,,435,5722,
Kepler-106 b,,449.98,5858,12.882
Kepler-106 c,,449.98,5858,12.882
Kepler-106 d,,449.98,5858,12.882
Kepler-106 e,,449.98,5858,12.882
Kepler-1070 b,,1040,6261,
Kepler-1071 b,,964,5215,
Kepler-1072 b,,976,6199,
Kepler-1073 b,,809.897,5774,14.749
Kepler-1073 c,,809.897,5774,14.749
Kepler-1073 d,0.0352,809.897,5774,14.749
Kepler-1074 b,,245,4002,
Kepler-1075 b,,265,3959,
Kepler-1076 b,,199,4868,
Kepler-1077 b,,1098,5816,
Kepler-1078 b,,1215,5612,
Kepler-1079 Ab,0.1092,481,5758,12.74
Kepler-107 b,0.04544,525.5,5854,
Kepler-107 c,0.06064,525.5,5854,
Kepler-107 d,0.08377,525.5,5854,
Kepler-107 e,0.12639,525.5,5854,
Kepler-1080 b,,688,5956,
Kepler-1081 b,,425,5345,
Kepler-1082 b,,628,5923,
Kepler-1083 b,,912,5049,
Kepler-1084 b,,427,6113,
Kepler-1085 b,,1518,6000,
Kepler-1085 c,,1518,6000,
Kepler-1086 Bb,0.1198,466.084,4484.48,16
Kepler-1086 Bc,0.503,466.084,4484.48,16
Kepler-1087 Ab,0.0148,362.623,5267.04,12.97
Kepler-1088 b,,300,5975,
Kepler-1089 b,,227,3753,
Kepler-108 Bb,0.2829,689.95,5626,12.66
Kepler-108 Bc,0.6972,689.95,5626,12.66
Kepler-1090 b,,858.77,5217,15.31
Kepler-1090 c,0.2274,858.77,5217,15.31
Kepler-1091 b,,915,5851,
Kepler-1092 b,,914,5862,
Kepler-1093 b,,848,6166,
Kepler-1093 c,,848,6166,
Kepler-1094 b,,1371,6112,
Kepler-1095 b,,758,5658,
Kepler-1096 b,,344,4306,
Kepler-1097 b,,738,5211,
Kepler-1098 b,,876,5794,
Kepler-1099 b,,1209,5837,
Kepler-109 b,,481.4,5952,12.365
Kepler-109 c,,481.4,5952,12.365
Kepler-10 b,0.0172,186.5,5708,11.16
Kepler-10 c,0.241,186.5,5708,11.16
Kepler-10 d,0.538,186.5,5708,11.16
Kepler-1100 b,,940,6247,
Kepler-1101 b,,897,5614,
Kepler-1102 b,,986,5724,
Kepler-1103 b,,921,6092,
Kepler-1104 b,,516,6417,
Kepler-1105 b,,369,4299,
Kepler-1106 b,,1168,6104,
Kepler-1107 b,,457,5268,
Kepler-1108 b,,764,5406,
Kepler-1109 b,,797,5893,
Kepler-110 b,0.107,596.52,5960,
Kepler-110 c,0.198,596.52,5960,
Kepler-1110 b,,726,4781,
Kepler-1111 b,,1142,6077,
Kepler-1112 b,,1734,6496,
Kepler-1113 b,,1127,5931,
Kepler-1114 b,,427,5374,
Kepler-1115 b,,935,8480,
Kepler-1116 b,,1017,5641,
Kepler-1117 b,,619,5612,
Kepler-1118 b,,818,5688,
Kepler-1119 b,,1288,6083,
Kepler-111 b,0.046,669.92,5952,
Kepler-111 c,0.761,669.92,5952,
Kepler-1120 b,,635,4904,
Kepler-1121 b,,529,6231,
Kepler-1122 b,,924,5544,
Kepler-1123 b,,796,5500,
Kepler-1124 b,,177,3658,
Kepler-1125 b,,910,5683,
Kepler-1126 b,,668,5798,
Kepler-1126 c,0.6193,668,5798,
Kepler-1127 b,,996,5664,
Kepler-1128 b,,1163,5543,
Kepler-1129 b,,1258,5831,
Kepler-1129 c,,1258,5831,
Kepler-112 b,0.076,520.9,5544,
Kepler-112 c,0.172,520.9,5544,
Kepler-1130 Ab,0.0596,249.343,5327,12.611
Kepler-1130 Ac,0.04235,249.343,5327,12.611
Kepler-1130 Ad,0.05065,249.343,5327,12.611
Kepler-1131 b,,1109,5851,
Kepler-1132 b,,940,5298,
Kepler-1133 b,,821,5569,
Kepler-1134 b,,997,5281,
Kepler-1135 b,,728,5656,
Kepler-1136 b,,545,4512,
Kepler-1137 b,,971,6807,
Kepler-1138 b,,1101,5582,
Kepler-1139 b,,555,5550,
Kepler-113 b,,264.35,4725,13.461
Kepler-113 c,,264.35,4725,13.461
Kepler-1140 b,,657,4850,
Kepler-1141 b,,365,5791,
Kepler-1142 b,,697,5685,
Kepler-1143 b,,632,5053,
Kepler-1143 c,,632,5053,
Kepler-1144 b,,1012,5753,
Kepler-1145 b,,714,5064,
Kepler-1146 b,,694,4692,
Kepler-1147 b,,1476,5941,
Kepler-1148 b,,682,5054,
Kepler-1149 b,,1217.73,5604.94,15.15
Kepler-114 b,0.053,261.49,4605,13.7
Kepler-114 c,0.07,261.49,4605,13.7
Kepler-114 d,0.09,261.49,4605,13.7
Kepler-1150 Bb,0.0382,358.518,4604,14.75
Kepler-1151 b,,763,5470,
Kepler-1152 b,,184,3964,
Kepler-1153 b,,1185,5470,
Kepler-1154 b,,1531,6327,
Kepler-1154 c,,1531,6327,
Kepler-1155 b,,987,5842,
Kepler-1156 b,,759,5778,
Kepler-1157 Ab,0.0448,342.144,4533,
Kepler-1158 b,,1258,6203,
Kepler-1159 b,,1238,6217,
Kepler-115 b,0.036,634.97,5979,
Kepler-115 c,0.087,634.97,5979,
Kepler-1160 b,,1293,5519,
Kepler-1161 b,,428,4253,
Kepler-1162 b,,989,5390,
Kepler-1163 b,,487,6302,
Kepler-1164 b,,447,5183,
Kepler-1165 b,,1575.2,6019,14.521
Kepler-1165 c,0.1969,1575.2,6019,14.521
Kepler-1166 b,,648,5446,
Kepler-1167 b,,811,4971,
Kepler-1168 b,,911,5157,
Kepler-1169 b,,538,6191,
